ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,LGR
a11,"Homakabote nematamonane yima me me bata hikana mati, yima fana so hinebanoho.",homa	-kabote	na	-himata	-mona	-ne	yima	me	me	bata	hi-	ka-	na	mati	yima	fana	soo	hi-	na	-hiba	-no	-ho,lie_on_ground	-quickly	AUX	-FP.N.M	-REP.M	-BKG.M	Yima(M)	3PL.O	3PL.S	surprise	OC-	COMIT-	AUX.F	3PL.O	Yima(M)	female(F)	urinate_on	OC-	AUX	-FUT.M	-IP.N.M	-DUP,"He quickly lay down on the ground, because the Yimas caught them by surprise. The Yima woman urinated on him.",,WORD_ALIGNED
a12,"Yima fana so hine, Ee e ati nene karimematamona yima fana so hinari.",yima	fana	soo	hi-	ne	ee	ee	ati	na	-hene	karima	-himata	-mona	yima	fana	soo	hi-	na	-haari,Yima(M)	female(F)	urinate_on	OC-	AUX.M	(expression_of_surprise)	1IN.S	say	AUX	-IRR.F	suffer_from	-FP.N.M	-REP.M	Yima(M)	female(F)	urinate_on	OC-	AUX	-IP.E.M,"The Yima woman urinated on him. He was suffering, because he felt like speaking, as the Yima woman was urinating on him.",,WORD_ALIGNED
a13,"Ma kanikimemetemone ahi, he so naro.",maa	na	-kanikima	-hemete	-mone	ahi	hee	soo	na	-haaro,stop	AUX	-scattered	-FP.N.F	-REP.F	then	3SG.O	urinate_on	AUX	-IP.E.F,"She squatted, urinating on him.",,WORD_ALIGNED
a14,Faya me tokiyomamemetemone.,faya	me	to-	ka	-yoma	-ma	-hemete	-mone,so	3PL.S	away-	go	-through	-back	-FP.N.F	-REP.F,Then they went back inside.,,WORD_ALIGNED
a15,"Me tokiyomama me, yima me me, yima me me amo tonihamemetemoneni, yama we kamaki ya.",me	to-	ka	-yoma	-ma	me	yima	me	me	yima	me	me	amo	to-	niha-	-ma	-hemete	-mone	-ni	yama	wehe	ka	-maki	ya,3PL.S	away-	go	-through	-back.F	3PL.S	Yima(M)	3PL	3PL	Yima(M)	3PL.O	3PL.S	sleep	CH-	CAUS-	-back	-FP.N.F	-REP.F	-BKG.F	thing(F)	light.F	come	-following.NOM	ADJU,They went back inside. They made the Yimas go back to sleep before dawn.,,WORD_ALIGNED
a16,"Tokiyomamake yima me ye hone iso ne, yima me ye hone nawatawamematamona.",to-	ka	-yoma	-make	yima	me	yehe	hone	iso	ne	yima	me	yehe	hone	na-	wata	-waha	-ma	-himata	-mona,away-	go	-through	-following	Yima(M)	3PL.POSS	hand	weapon.F	carry_off	AUX.M	Yima(M)	3PL.POSS	hand	weapon.F	CAUS-	be_located	-change	-back	-FP.N.M	-REP.M,He went inside. He carried away the weapons of the Yimas. He piled up the weapons of the Yimas.,,WORD_ALIGNED
a17,"Yima me ye hone nawatawame, me one haha ne he one me, E tokomibeya me ati nemetemoneni, yima me me wati kana mati.",yima	me	yehe	hone	na-	wata	-waha	-me	me	one	ha-	haa	ne	hee	one	me	ee	to-	ka	-ma	-be	-ya	me	ati	na	-hemete	-mone	-ni	yima	me	me	wati	ka-	na	mati,Yima(M)	3PL.POSS	hand	weapon.F	CAUS-	be_located	-change	-back.M	3PL	other.F	DUP-	call	AUX.M	3SG	other.F	3PL	1IN.S	away-	go	-back	-IMMED.F	-now	3PL.S	say	AUX	-FP.N.F	-REP.F	-BKG.F	Yima(M)	3PL.O	3PL.S	plan_against	COMIT-	AUX.F	3PL.S,"He piled up the weapons of the Yimas. He called to the others. ""Let's go home,"" they said. They were going to attack the Yimas.",The string he one me is a false start.,WORD_ALIGNED
a18,"Yima me me wati kana yima me me mowa nabone me... yima me me mowa nabone, ya hona iso ne yima me ye hone nawatawame.",yima	me	me	wati	ka-	na	yima	me	me	mowa	na	-habone	me	yima	me	me	mowa	na	-habone	ya_hona	iso	ne	yima	me	yehe	hone	na-	wata	-waha	-me,Yima(M)	3PL.O	3PL.S	plan_against	COMIT-	AUX.F	Yima(M)	3PL.O	3PL.S	fight	AUX	-INT.F	3PL	Yima(M)	3PL.O	3PL.S	fight	AUX	-INT.F	weapon(F)	carry_off	AUX.M	Yima(M)	3PL.POSS	hand	weapon.F	CAUS-	be_located	-change	-back.M,"So that they could fight against the Yimas, he carried away the weapons, and piled them up at another place.",,WORD_ALIGNED
a19,Iti.,iti,grandfather(M),Grandpa.,,WORD_ALIGNED
a20,Haa?,haa,huh?,What?,,WORD_ALIGNED
a21,Yima me me mowa nawemetemoneheni.,yima	me	me	mowa	na	-waha	-hemete	-mone	-he	-ni,Yima(M)	3PL.O	3PL.S	fight	AUX	-change	-FP.N.F	-REP.F	-DUP	-BKG.F,Then they fought against the Yimas.,,WORD_ALIGNED
a22,"Yima fati takoreno, itawematamonaka.",yima	fati	takora	-hino	ita	-waha	-himata	-mona	-ka,Yima(M)	3SG.POSS.wife(F)	be_in_hammock_with	-IP.N.M	pierce	-change	-FP.N.M	-REP.M	-DECL.M,He ran a Yima through with a spear as he was in the hammock with his wife.,,WORD_ALIGNED
a23,Yima tiwa mowa obone.,yima	tiwa	mowa	o-	-bone,Yima(M)	2SG.O	fight	1SG.S-	-INT.F,"""Yima, I am going to fight you.""",,WORD_ALIGNED
a24,Tiwa mowa obonehe.,tiwa	mowa	o-	-bone	-he,2SG.O	fight	1SG.S-	-INT.F	-DUP,"""I am going to fight you.""",,WORD_ALIGNED
a25,Yima tafimatamona amane ahi.,yima	tafi	-himata	-mona	ama	-ne	ahi,Yima(M)	wake_up	-FP.N.M	-REP.M	SEC	-BKG.M	then,The Yima woke up.,,WORD_ALIGNED
a26,Yima tiwa mowa obonehe.,yima	tiwa	mowa	o-	-bone	-he,Yima(M)	2SG.O	fight	1SG.S-	-INT.F	-DUP,"""Yima, I'm going to fight you.""",,WORD_ALIGNED
a27,"Tiihii, yima kiya kanematamona amane.",tiihii	yima	kiya	ka-	na	-himata	-mona	ama	-ne,(sound_of_hitting)	Yima(M)	yell	COMIT-	AUX	-FP.N.M	-REP.M	SEC	-BKG.M,"Tiihii, the Yima cried out.",,WORD_ALIGNED
a28,Me ye kawemetemone ahi.,me	yee	ka-	-waha	-hemete	-mone	ahi,3PL.S	yell	COMIT-	-change	-FP.N.F	-REP.F	then,They yelled.,,WORD_ALIGNED
a29,Me hiihii kana nemetemone.,me	hiihii	ka-	na	na	-hemete	-mone,3PL.S	yell_hiihii	COMIT-	AUX	AUX	-FP.N.F	-REP.F,"They yelled, ""Hiihii.""",,WORD_ALIGNED
a30,"Yima mera katome moni saihimatamona ahi, yima me mowa nari.",yima	mera	katome	moni	sai	-himata	-mona	ahi	yima	me	mowa	na	-haari,Yima(M)	3PL.O	attack.M	sound	be_heard	-FP.N.M	-REP.M	then	Yima(M)	3PL.O	fight	AUX	-IP.E.M,"The sound of him wounding the Yimas could be heard, as he fought against the Yimas.",,WORD_ALIGNED
a31,Yima me mowa ne moni saimatamona yima mera nabiari.,yima	me	mowa	ne	moni	sai	-himata	-mona	yima	mera	naahabiha	-haari,Yima(M)	3PL.O	fight	AUX.M	sound	be_heard	-FP.N.M	-REP.M	Yima(M)	3PL.O	kill	-IP.E.M,"The sound of him fighting with Yimas could be heard, as he was killing the Yimas.",,WORD_ALIGNED
a32,Yima mera nabi me yima me me nabiemetemoneke.,yima	mera	naahabi	me	yima	me	me	naahabiha	-hemete	-mone	-ke,Yima(M)	3PL.O	kill.M	3PL	Yima(M)	3PL.O	3PL.S	kill	-FP.N.F	-REP.F	-DECL.F,He was killing the Yimas. They were killing the Yimas.,,WORD_ALIGNED
a33,"Yima me me nabia me, me me me me were hinemetemone ahi.",yima	me	me	naahabiha	me	me	me	me	me	were	hi-	na	-hemete	-mone	ahi,Yima(M)	3PL.O	3PL.S	kill.F	3PL.S	3PL	3PL	3PL.O	3PL.S	throw	OC-	AUX	-FP.N.F	-REP.F	then,They were killing the Yimas. They were throwing them in a pile.,,WORD_ALIGNED
a34,"Yima fana, yima fana, yima fana me hinahabiha me, yima me me nabia me me me ati yana tonemetemonehe.",yima	fana	yima	fana	yima	fana	me	hi-	naahabiha	me	yima	me	me	naahabiha	me	me	me	ati	yana	to-	na	-hemete	-mone	-he,Yima(M)	female(F)	Yima(M)	female(F)	Yima(M)	female(F)	3PL.S	OC-	kill.F	3PL.O	Yima(M)	3PL.O	3PL.S	kill.F	3PL.S	3PL	3PL.POSS	voice	start	CH-	AUX	-FP.N.F	-REP.F	-DUP,They killed a Yima woman. They killed Yimas. They spoke.,"Since the meaning was a single Yima woman, the verb should have been nabia as in the second clause, and in this case the me after the verb would refer to the subject.",WORD_ALIGNED
a35,E tokoma.,ee	to-	ka	-ma,1IN.S	away-	go	-back,"""Let's go home.""",,WORD_ALIGNED
a36,E tokomahi.,ee	to-	ka	-ma	-hi,1IN.S	away-	go	-back	-IMP.F,"""Let's go.""",,WORD_ALIGNED
a37,Yima me one watara me awine.,yima	me	one	wata	-ra	me	awine,Yima(M)	3PL	other.F	exist	-NEG.F	3PL.S	seem.F,"""There aren't any more Yimas.""",,WORD_ALIGNED
a38,Yama e siba nene ere.,yama	ee	siba	na	-hene	ere,thing(F)	1IN.S	look_for	AUX	-IRR.F	1IN.S,"""Let's not look anymore.""",,WORD_ALIGNED
a39,Me one winarini?,me	one	wina	-ra	-ni,3PL	other.F	live	-NEG	-IP.N.F,"""Aren't there any others living here?""",,WORD_ALIGNED
a40,Me one winara me awineke.,me	one	wina	-ra	me	awine	-ke,3PL	other.F	live	-NEG.F	3PL.S	seem.F	-DECL.F,"""Apparently there aren't any others living here.""",,WORD_ALIGNED
a41,E tokomahi.,ee	to-	ka	-ma	-hi,1IN.S	away-	go	-back	-IMP.F,"""Let's go home.""",,WORD_ALIGNED
a42,Ee.,ee,yes,"""Yes.""",,WORD_ALIGNED
a43,Faya me kamemetemone fahi.,faya	me	ka	-ma	-hemete	-mone	fahi,so	3PL.S	come	-back	-FP.N.F	-REP.F	then,So they came back.,,WORD_ALIGNED
a44,"Me kama me, me kamehemetemoneni.",me	ka	-ma	me	me	ka	-ma	-hemete	-mone	-ni,3PL.S	come	-back.F	3PL.S	3PL.S	come	-back	-FP.N.F	-REP.F	-BKG.F,They came back.,,WORD_ALIGNED
a45,Me kama me hiyaramemetemonehe.,me	ka	-ma	me	hiyara	-ma	-hemete	-mone	-he,3PL.S	come	-back.F	3PL.S	speak	-back	-FP.N.F	-REP.F	-DUP,They came back. They talked back home.,,WORD_ALIGNED
a46,"Yima otara me waka nine, me mowa ni ini hiri ona mati.",yima	otara	me	waka	na	-ne	me	mowa	ni	ini	hiri	o-	na	mati,Yima(M)	1EX.O	3PL.S	kill	AUX	-CONT.F	3PL.O	fight	AUX.NFIN	name.F	say	1SG.S-	AUX.F	3PL.POSS,"""The Yimas almost killed us, because I called the others to fight against them.""",,WORD_ALIGNED
a47,Me abarake me nafi.,me	ahaba	-hara	-ke	me	nafi,3PL.S	die	-IP.E.F	-DECL.F	3PL.POSS	all,"""They all died.""",,WORD_ALIGNED
a48,"Me ota nabiarani, Saba ati nematamona, hiyaramahari.",me	otaa	naahabiha	-hara	-ni	Saba	ati	na	-himata	-mona	hiyara	-ma	-haari,3PL.O	1EX.S	kill	-IP.E.F	-BKG.F	Saba(M)	say	AUX	-FP.N.M	-REP.M	speak	-back	-IP.E.M,"""We killed them,"" Saba said back at the village.",,WORD_ALIGNED
a49,Saba hiyara kaminame me hiyara me ati saihemetemone me ama.,Saba	hiyara	kamina	-me	me	hiyara	me	ati	sai	-hemete	-mone	me	ama,Saba(M)	story(F)	tell	-back.M	3PL.S	speak.F	3PL.POSS	voice	be_heard	-FP.N.F	-REP.F	3PL.POSS	SEC,"Saba told the news back home. They spoke, and their voices could be heard.",,WORD_ALIGNED
a50,"Me hiyara me me ati saia me, me banawemetemoneni.",me	hiyara	me	me	ati	saiha	me	me	bana	-waha	-hemete	-mone	-ni,3PL.S	speak.F	3PL.S	3PL.POSS	voice	be_heard.F	3PL.POSS	3PL.S	move_away	-change	-FP.N.F	-REP.F	-BKG.F,"They spoke, and their voices could be heard. Then they moved away to another place.",,WORD_ALIGNED
a51,Me towinawawitiemetemoneke me ihi itiha mati.,me	to-	wina	-waha	-witi	-hemete	-mone	-ke	me	ihi	itiha	mati,3PL.S	away-	live	-change	-out	-FP.N.F	-REP.F	-DECL.F	3PL.POSS	victim_of.F	exist.F	3PL.POSS,"They went and lived somewhere else, because they had killed people.",,WORD_ALIGNED
a52,Yima me me nonoki toemetemoneni.,yima	me	me	no-	noki	to-	ha	-hemete	-mone	-ni,Yima(M)	3PL.O	3PL.S	DUP-	wait_for	CH-	AUX	-FP.N.F	-REP.F	-BKG.F,They waited for the Yimas a long time.,,WORD_ALIGNED
a53,"Me, me mari nabone me, me mari nabone me ebe ha na me me ha hina me, Ee e mari naba ereni.",me	me	mari	na	-habone	me	me	mari	na	-habone	me	ebe	haa	na	me	me	haa	hi-	na	me	ee	ee	mari	na	-haba	ere	-ni,3PL	3PL.S	feast	AUX	-INT.F	3PL	3PL.S	feast	AUX	-INT.F	3PL.POSS	RECIP	call	AUX.F	3PL.O	3PL.S	call	OC-	AUX.F	3PL.O	yes	1IN.S	feast	AUX	-FUT.F	1IN.S	-BKG.F,"They wanted to have a feast, so they invited each other. They invited the others. ""Yes, we will have a feast.""",,WORD_ALIGNED
a54,Me me ha hina me yana tonemetemone.,me	me	haa	hi-	na	me	yana	to-	na	-hemete	-mone,3PL.O	3PL.S	call	OC-	AUX.F	3PL.S	start	CH-	AUX	-FP.N.F	-REP.F,"They invited them, and they were ready.",,WORD_ALIGNED
a55,Te tai toama.,tee	tai	to-	ha	-ma,2PL.S	be_ahead	CH-	AUX	-back,"""You go on ahead.""",,WORD_ALIGNED
a56,Ota tokomakeminaba ota.,otaa	to-	ka	-make	-mina	-haba	otaa,1EX.S	away-	go	-following	-morning	-FUT.F	1EX.S,"""We will follow tomorrow.""",,WORD_ALIGNED
a57,"Faya, me yana tonamina, Abi tiwitibana?",faya	me	yana	to-	na	-mina	abi	ti-	ita	-bana,so	3PL.S	start	CH-	AUX	-morning.F	father(M)	2SG.S-	stay.F	-FUT,"The next day they were ready to leave. ""Father, are you going to stay here?""",,WORD_ALIGNED
a58,Okomakeba owa awine o.,o-	ka	-make	-haba	owa	awine	o,1SG.S-	go	-following	-FUT.F	1SG.S	seem.F	1SG.S,"""I will come later.""",,WORD_ALIGNED
a59,Oyotoabana o te nowati.,o-	yoto	-habana	o	tee	nowati,1SG.S-	follow	-FUT.F	1SG.S	2PL.POSS	behind,"""I will come after you.""",,WORD_ALIGNED
a60,Kamakikabote tinahi.,ka	-maki	-kabote	ti-	na	-hi,come	-following	-quickly	2SG.S-	AUX	-IMP.F,"""Come quickly.""",,WORD_ALIGNED
a61,E totabamakibeya.,ee	to-	taba	-maki	-be	-ya,1IN.S	away-	be_together	-following	-IMMED.F	-now,"""Let's go there together.""",,WORD_ALIGNED
a62,Okomakeba owa awine o.,o-	ka	-make	-haba	owa	awine	o,1SG.S-	go	-following	-FUT.F	1SG.S	seem.F	1SG.S,"""I will go.""",,WORD_ALIGNED
a63,Yifo tikatisahi.,yifo	ti-	ka-	tisa	-hi,hammock(M)	2SG.S-	COMIT-	undo	-IMP.F,"""Take down the hammock.""",,WORD_ALIGNED
a64,Era me hima ni.,era	me	hima	ni,1IN.O	3PL.S	call_to_go	BKG.F,"""They called us to go.""",,WORD_ALIGNED
a65,Ota tai toamakiba.,otaa	tai	to-	ha	-maki	-baha,1EX.S	be_ahead	CH-	AUX	-following	-before,"""We are going on ahead.""",,WORD_ALIGNED
a66,Ee te tai toamake.,ee	tee	tai	to-	ha	-make,yes	2PL.S	be_ahead	CH-	AUX	-following,"""Right, you go on ahead.""",,WORD_ALIGNED
a67,Me tai toamakemetemone me mari nabone mati.,me	tai	to-	ha	-make	-hemete	-mone	me	mari	na	-habone	mati,3PL.S	be_ahead	CH-	AUX	-following	-FP.N.F	-REP.F	3PL.S	feast	AUX	-INT.F	3PL.S,"They went on ahead, to participate in the festa.",,WORD_ALIGNED
a68,"Me ka abi kamaki, me ka abi kamaki, me ka abi kamakimatamonaka.",me	ka	abi	ka	-maki	me	ka	abi	ka	-maki	me	ka	abi	ka	-maki	-himata	-mona	-ka,3PL	POSS	father(M)	come	-following.M	3PL	POSS	father(M)	come	-following.M	3PL	POSS	father(M)	come	-following	-FP.N.M	-REP.M	-DECL.M,Their father came afterwards.,,WORD_ALIGNED
a69,Me ka abi yotohimatamonane.,me	ka	abi	yoto	-himata	-mona	-ne,3PL	POSS	father(M)	follow	-FP.N.M	-REP.M	-BKG.M,Their father came behind.,,WORD_ALIGNED
a70,"Me tai toamake hibati me kobo tonamakemetemoneke faro, me ka abi tabiyo me awabani mati.",me	tai	to-	ha	-make	hibati	me	kobo	to-	na	-make	-hemete	-mone	-ke	faaro	me	ka	abi	tabiyo	me	awa	-haba	-ni	mati,3PL.S	be_ahead	CH-	AUX	-following	right_away	3PL.S	arrive	away-	AUX	-following	-FP.N.F	-REP.F	-DECL.F	that.F	3PL	POSS	father(M)	absence	3PL.S	feel	-FUT.F	-IP.N.F	3PL.S,They went ahead. Soon they arrived. Then they missed their father.,,WORD_ALIGNED
a71,Bai yabomako kama namata bati tabiyo.,bahi	yabo	-mako	ka	-ma	na	-mata	bati	tabiyo,sun(M)	be_far	-for_this_reason.M	come	-back.CONT.M	AUX.NOM.M	-FP.N.M	3SG.POSS.father(M)	absence,"It was late in the day, so he came back looking for his father.",,WORD_ALIGNED
a72,Okobi kamakibona kakamaki ra.,okobi	ka	-maki	-hibona	ka-	ka	-maki	ra,my_father(M)	come	-following	-INT.M	DUP-	come	-following	NEG.CONT.M,"""My father was going to come, but he didn't come.""",,WORD_ALIGNED
a73,Abi kamakibona ati nano?,abi	ka	-maki	-hibona	ati	na	-no,2SG.POSS.father(M)	come	-following	-INT.M	say	AUX.NOM.M	-IP.N.M,"""Did your father said he would come?""",,WORD_ALIGNED
a74,"Ee, okobi kamakibona kamakira.",ee	okobi	ka	-maki	-hibona	ka	-maki	-ra,yes	my_father(M)	come	-following	-INT.M	come	-following	-NEG.CONT.M,"""Yes, my father was going to come, but he hasn't come.""",,WORD_ALIGNED
a75,Totowama tinaho.,to-	to-	awa	-ma	ti-	na	-ho,DUP-	away-	see	-back	2SG.S-	AUX	-IMP.M,"""Go back to see him.""",,WORD_ALIGNED
a76,Okobi totowama omatibe.,okobi	to-	to-	awa	-ma	o-	-mata	-be,my_father(M)	DUP-	away-	see	-back	1SG.S-	-short_time	-IMMED.F,"""I will go back to see my father.""",,WORD_ALIGNED
a77,Fa moni nafike hiba.,faha	moni	nafi	-ke	hiba,water(F)	sound	be_big	-DECL.F	wait,"The sound of the rain is loud, wait.",,WORD_ALIGNED
a78,"Kamematamonaka, bati nakamari.",ka	-ma	-himata	-mona	-ka	bati	na-	ka	-ma	-haari,come	-back	-FP.N.M	-REP.M	-DECL.M	3SG.POSS.father(M)	CAUS-	come	-back	-IP.E.M,He came back after his father.,,WORD_ALIGNED
a79,Bati nakame kamematamonaka.,bati	na-	ka	-me	ka	-ma	-himata	-mona	-ka,3SG.POSS.father(M)	CAUS-	come	-back.M	come	-back	-FP.N.M	-REP.M	-DECL.M,He came back after his father.,,WORD_ALIGNED
a80,Me anoti kakosematamonane.,me	anoti	ka-	kana	-kosa	-himata	-mona	-ne,3PL	3SG.POSS_older_brother(M)	COMIT-	leave	-middle	-FP.N.M	-REP.M	-BKG.M,He left his older brother behind.,,WORD_ALIGNED
a81,"Kamematamona, bati yima me wete hinenoho.",ka	-ma	-himata	-mona	bati	yima	me	wete	hi-	na	-hino	-ho,come	-back	-FP.N.M	-REP.M	3SG.POSS.father(M)	Yima(M)	3PL.S	tie	OC-	AUX	-IP.N.M	-DUP,He came back. The Yimas had tied his father up.,,WORD_ALIGNED
a82,"Bati yima me wete hineno, bati ene wasimematamonaka.",bati	yima	me	wete	hi-	na	-hino	bati	ehene	wasi	-ma	-himata	-mona	-ka,3SG.POSS.father(M)	Yima(M)	3PL.S	tie	OC-	AUX	-IP.N.M	3SG.POSS.father(M)	result_of.M	find	-back	-FP.N.M	-REP.M	-DECL.M,"The Yimas had tied up his father, and he came upon the signs of violence.",,WORD_ALIGNED
a83,Bati ene wasime Okobi me inamati watani awineke.,bati	ehene	wasi	-me	okobi	me_inamati	wata	-hani	awine	-ke,3SG.POSS.father(M)	result_of.M	find	-back.M	my_father(M)	people(F)	catch	-IP.N.F	seem.F	-DECL.F,"He came upon the signs of violence. ""Someone has caught my father.""",,WORD_ALIGNED
a84,Okomi okobi ene nari ha.,okomi	okobi	ehene	naa	-haari	haa,my_mother(F)	my_father(M)	result_of.M	exist	-look.M	DEM,"""There are signs of my father.""",,WORD_ALIGNED
a85,E namako kamakira nano.,ee	na	-mako	ka	-maki	-ra	na	-no,be_similar	AUX	-for_this_reason.M	come	-following	-NEG.CONT.M	AUX.NOM.M	-IP.N.M,"""So that's why he didn't come.""",,WORD_ALIGNED
a86,"Okobi me inamati, wete nani i ama ha.",o-	ka	abi	me_inamati	wete	na	-hani	ihi	ama	haa,1SG.POSS-	POSS	father(M)	people(F)	tie	AUX	-IP.N.F	result_of.F	be	DEM,"""There are signs of someone having tied up my father.""",,WORD_ALIGNED
a87,Me namoni okomamatibe.,me	namoni	o-	ka	-ma	-mata	-be,3PL.POSS	report	1SG.S-	go	-back	-short_time	-IMMED.F,"""I'm going back to tell the others about them.""",,WORD_ALIGNED
a88,Kana ni tokomematamonaka.,kana	ni	to-	ka	-ma	-himata	-mona	-ka,run	AUX.NFIN	away-	go	-back	-FP.N.M	-REP.M	-DECL.M,He went running back.,,WORD_ALIGNED
