ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,LGR
a11,"Yifo were ne, yifo were nematamonaka.",yifo	were	ne	yifo	were	na	-himata	-mona	-ka,miriti(M)	throw	AUX.M	miriti(M)	throw	AUX	-FP.N.M	-REP.M	-DECL.M,He was throwing the miriti fruits.,,WORD_ALIGNED
a12,"Yifo were ne ya, yifo ta torematamonaka ahi.",yifo	were	ne	ya	yifo	taa	to-	-re	-himata	-mona	-ka	ahi,miriti(M)	throw	AUX.NOM.M	ADJU	miriti(M)	be_piled_up	CH-	-raised_surface	-FP.N.M	-REP.M	-DECL.M	then,He was throwing the miriti fruits. The miriti fruits were in a pile.,,WORD_ALIGNED
a13,"Yifo wiyene kikiha ora, tabasi kawariani ha.",yifo	wiyene	ki-	kiha	o-	-ra	tabasi	ka-	waa	-ri	-hani	haa,miriti(M)	container.M	DUP-	have	1SG.S-	-NEG.F	makeshift_basket(F)	COMIT-	stand	-raised_surface	-IP.N.F	DEM,"""I don't have a basket for the miriti fruits, there are some hawa leaves for a makeshift basket.""",,WORD_ALIGNED
a14,"Okobi tabasi wati kaneno ni ya bani, yome kamakimatamonaka.",okobi	tabasi	wati	ka-	na	-hino	ni	ya	bani	yomee	ka	-maki	-himata	-mona	-ka,my_father(M)	makeshift_basket(F)	think_about	COMIT-	AUX	-IP.N.M	to	ADJU	animal(M)	cougar(M)	come	-following	-FP.N.M	-REP.M	-DECL.M,"As my father was thinking about making the basket, a cougar came at him.",,WORD_ALIGNED
a15,Yome kamaki okobi fito kanematamona ahi.,yomee	ka	-maki	okobi	fito	ka-	na	-himata	-mona	ahi,cougar(M)	come	-following.M	my_father(M)	rush	COMIT-	AUX	-FP.N.M	-REP.M	then,The cougar came and attacked my father.,,WORD_ALIGNED
a16,Okobi nabowematamonaha ahi.,okobi	naabowa	-himata	-mona	-ha	ahi,my_father(M)	knock_over	-FP.N.M	-REP.M	-DUP	then,It wanted to knock my father over.,,WORD_ALIGNED
a17,Mano okobi wara hikanematamona ahi.,mano	okobi	wara	hi-	ka-	na	-himata	-mona	ahi,arm.M	my_father(M)	grab	OC-	COMIT-	AUX	-FP.N.M	-REP.M	then,My father grabbed its front paws.,,WORD_ALIGNED
a18,Okobi Oo okobi ati nematamona.,okobi	oo	okobi	ati	na	-himata	-mona,my_father(M)	oh_no	my_father(M)	say	AUX	-FP.N.M	-REP.M,"""Oh,"" my father said.",,WORD_ALIGNED
a19,"Okobi, atabo ya okobi itifi, iso witi ka ya itifi, fe, noko taboro kose ne, ta toba hinematamonaka ahi.",okobi	atabo	ya	okobi	ita	-fi	iso	witi	ka	ya	ita	-fi	fee	noko	taboro	kose	ne	taa	to-	-baa	hi-	na	-himata	-mona	-ka	ahi,my_father(M)	mud(F)	ADJU	my_father(M)	sit	-water.M	leg.M	edge	LOC	ADJU	sit	-water.M	3SG.POSS	face	place	bite_many_times	AUX.M	extend	CH-	-at_a_distance	OC-	AUX	-FP.N.M	-REP.M	-DECL.M	then,My father was kneeling in the mud. The cougar was trying to bite him in the face. He was holding it far away.,,WORD_ALIGNED
a20,"Ta toba hine, okobi wamisamematamonaka ahi.",taa	to-	-baa	hi-	ne	okobi	waa	-misa	-ma	-himata	-mona	-ka	ahi,extend	CH-	-at_a_distance	OC-	AUX.M	my_father(M)	stand	-up	-back	-FP.N.M	-REP.M	-DECL.M	then,He was holding it as far away as he could. My father stood up.,,WORD_ALIGNED
a21,Owa ai tina ama tini.,owa	ahi	ti-	na	ama	ti-	ni,1SG.O	mess_with	2SG.S-	AUX.F	SEC	2SG.S-	BKG.F,"""You are messing with me.""",,WORD_ALIGNED
a22,Owa ahi tina ama ti.,owa	ahi	ti-	na	ama	ti,1SG.O	mess_with	2SG.S-	AUX.F	SEC	2SG.S,"""You are messing with me.""",,WORD_ALIGNED
a23,"Faya okobi yana hikane, hinawawamematamonaka yifo wai ka ya ahi.",faya	okobi	yana	hi-	ka-	ne	hi-	na-	waa	-waha	-ma	-himata	-mona	-ka	yifo	wai	ka	ya	ahi,so	my_father(M)	get_up	OC-	COMIT-	AUX.M	OC-	CAUS-	stand	-change	-back	-FP.N.M	-REP.M	-DECL.M	miriti(M)	stand.NOM	LOC	ADJU	then,"My father got up with it, and turned it toward the miriti palm.",,WORD_ALIGNED
a24,"Hinawawame, fata hiwitimatamonaka ahi, teee.",hi-	na-	waa	-waha	-me	fata	hi-	-witi	-himata	-mona	-ka	ahi	teee,OC-	CAUS-	stand	-change	-back.M	push	OC-	-out	-FP.N.M	-REP.M	-DECL.M	then	(sound_of_hitting),"He moved it over, and pushed it away. ""Teee.""",,WORD_ALIGNED
a25,"Okobi fata hiwiti okobi kana ni tokome, hifi itikabote wete kabote nematamonaka.",okobi	fata	hi-	-witi	okobi	kana	ni	to-	ka	-me	hifi	iti	-kabote	wete	kabote	na	-himata	-mona	-ka,my_father(M)	push	OC-	-out.M	my_father(M)	run	AUX.NFIN	away-	go	-back.M	rifle(F)	pick_up	-quickly	return	quickly	AUX	-FP.N.M	-REP.M	-DECL.M,"My father pushed it, and then ran off and got his rifle, and came right back.",,WORD_ALIGNED
a26,"Faya okobi kame, bara ibewame yama ki tonikimematamonaka.",faya	okobi	ka	-me	bara	ibe	-waha	-me	yama	kii	to-	na	-kima	-himata	-mona	-ka,so	my_father(M)	come	-back.M	bullet(F)	put_inside	-change	-back.M	thing(F)	look_at	CH-	AUX	-two	-FP.N.M	-REP.M	-DECL.M,"My father came back. He put a bullet in the rifle, and looked around.",,WORD_ALIGNED
a27,Watarematamonaka.,wata	-ra	-himata	-mona	-ka,exist	-NEG	-FP.N.M	-REP.M	-DECL.M,It wasn't there.,,WORD_ALIGNED
a28,"Tokomematamonaka, tati karimari ahi yifo ya.",to-	ka	-ma	-himata	-mona	-ka	tati	karima	-haari	ahi	yifo	ya,away-	go	-back	-FP.N.M	-REP.M	-DECL.M	head	hit	-IP.E.M	there	miriti(M)	ADJU,"After hitting its head on the miriti palm, it went away.",,WORD_ALIGNED
a29,Faya tati karime kamarematamonane.,faya	tati	karime	ka	-ma	-ra	-himata	-mona	-ne,so	head	hit.M	come	-back	-NEG	-FP.N.M	-REP.M	-BKG.M,"After hitting its head on the miriti palm, it didn't come back.",,WORD_ALIGNED
a30,Towakamematamona.,to-	ka-	ka	-ma	-himata	-mona,away-	COMIT-	go	-back	-FP.N.M	-REP.M,"It went away, hurt.",,WORD_ALIGNED
a31,"Fawafawa raba re kamamatare hamahari, okobi ati nematamonaka.",fawa-	fawa	raba	re	ka	-ma	-mata	-re	hama	-haari	okobi	ati	na	-himata	-mona	-ka,DUP-	disappear	a_bit	NEG.M	come	-back	-short_time	-NEG.M	be_fierce	-IP.E.M	my_father(M)	say	AUX	-FP.N.M	-REP.M	-DECL.M,"""It disappeared. The fierce animal didn't come back,"" my father said.",,WORD_ALIGNED
a32,"Faya okobi, tabasi kowawe yifo te nematamona fahi.",faya	okobi	tabasi	kowa	-wahe	yifo	tee	na	-himata	-mona	fahi,so	my_father(M)	makeshift_basket(F)	weave	-change.M	miriti(M)	put_inside	AUX	-FP.N.M	-REP.M	then,"My father weaved a makeshift basket, and put the miriti fruits in it.",,WORD_ALIGNED
a33,"Yifo te ne, yifo te ne, yifo te nematamonaka.",yifo	tee	ne	yifo	tee	ne	yifo	tee	na	-himata	-mona	-ka,miriti(M)	put_inside	AUX.M	miriti(M)	put_inside	AUX.M	miriti(M)	put_inside	AUX	-FP.N.M	-REP.M	-DECL.M,He put the miriti fruits in.,,WORD_ALIGNED
a34,"Yifo te ne yifo, weye kamise, Hamahama raba re owa mono ne fawa na, oye hone tama okara rama, tao okanena fawa nane.",yifo	tee	ne	yifo	weye	ka-	-mise	hama-	hama	raba	re	owa	mono	ne	fawa	na	o-	yehe	hone	tama	o-	ka-	-ra	rama	tao	o-	ka-	na	-hina	fawa	na	-ne,miriti(M)	put_inside	AUX.M	miriti(M)	carry	COMIT-	-up.M	DUP-	be_fierce	a_bit	NEG.M	1SG.O	struggle_with	AUX.M	disappear	AUX.CONT.M	1SG.POSS-	hand	weapon.F	hold_onto	1SG.S-	COMIT-	-NEG.F	unusual	shoot	1SG.S-	COMIT-	AUX	-IRR.M	disappear	AUX.CONT.M	-BKG.M,"He put the miriti fruits in. He lifted the basket on his back. ""That fierce animal who fought with me has disappeared. I didn't have my weapon, and I would have shot it, but it disappeared.""",,WORD_ALIGNED
a35,Faya okobi yana ne kame kamematamonaka.,faya	okobi	yana	ne	ka	-me	ka	-ma	-himata	-mona	-ka,so	my_father(M)	get_up	AUX.M	come	-back.M	come	-back	-FP.N.M	-REP.M	-DECL.M,My father started out and came back.,,WORD_ALIGNED
a36,"Kame kame kobo name, Oo, owa abi tina, yifo owa yokohina owakamine oke.",ka	-me	ka	-me	kobo	na	-me	oo	owa	abi	ti-	na	yifo	owa	yoko	-hina	o-	ka-	ka	-ma	-ne	o-	ke,come	-back.M	come	-back.M	arrive	AUX	-back.M	whew	1SG.O	call_father	2SG.S-	AUX.F	miriti(M)	1SG.O	bring_misfortune_on	-IRR.M	1SG.S-	COMIT-	come	-back	-CONT.F	1SG.S-	DECL.F,"He came, and arrived. ""Whew! You called me father. The miriti fruits I'm bringing almost brought disaster on me.""",,WORD_ALIGNED
a37,Yifo oyaba yama owa fito kini.,yifo	o-	yaba	yama	owa	fito	ka-	-ni,miriti(M)	1SG.S-	pick_up.F	thing(F)	1SG.O	rush	COMIT-	-BKG.F,"""As I was getting the miriti fruits, an animal attacked me.""",,WORD_ALIGNED
a38,"Bani hata bani hata, bani hata owa fito kane, wara omise atabo owa watifirise, okowamisame, okowamisamareka.",bani_hata	bani_hata	bani_hata	owa	fito	ka-	ne	wara	o-	-mise	atabo	owa	wata	-fi	-rise	o-	ka-	waa	-misa	-me	o-	ka-	waa	-misa	-ma	-hare	-ka,cougar(M)	cougar(M)	cougar(M)	1SG.O	rush	COMIT-	AUX.M	grab	1SG.S-	-up.M	mud(F)	1SG.O	put	-water	-down.M	1SG.S-	COMIT-	stand	-up	-back.M	1SG.S-	COMIT-	stand	-up	-back	-IP.E.M	-DECL.M,"""A cougar attacked me. I grabbed it, and it made me go down in the mud. I stood up with it.""",,WORD_ALIGNED
a39,"Winaka ahi, namiti kari.",wina	-ka	ahi	namiti	kari,hang	-DECL.M	there	neck	LOC.M,[The microphone] is hanging there on his neck.,,WORD_ALIGNED
a40,Faya okobi kamematamona fahi.,faya	okobi	ka	-ma	-himata	-mona	fahi,so	my_father(M)	come	-back	-FP.N.M	-REP.M	then,My father came back.,,WORD_ALIGNED
a41,"Okobi kame kobo name, Bani hata okowamise fata owiti tati karimareka tati mete haro.",okobi	ka	-me	kobo	na	-me	bani_hata	o-	ka-	waa	-mise	fata	o-	-witi	tati	karima	-hare	-ka	tati	mete	haaro,my_father(M)	come	-back.M	arrive	AUX	-back.M	cougar(M)	1SG.S-	COMIT-	stand	-up.M	push	1SG.S-	-out.M	head	hit	-IP.E.M	-DECL.M	head	rear.M	that_one.F,"My father came back and arrived. ""I stood up with the cougar and pushed it, and it hit its head, the back of its head.""",,WORD_ALIGNED
a42,"Faya kakamare hifi oko bete ni tokoma hifi itikabote wete kabote, wabakani one fawa nareka.",faya	ka-	ka	-ma	-re	hifi	o-	ka	bete	ni	to-	ka	-ma	hifi	iti	-kabote	wete	kabote	waa	-ba	-kani	o-	ne	fawa	na	-hare	-ka,so	COMIT-	come	-back	-NEG.M	rifle(F)	1SG.POSS-	POSS	run	AUX.NFIN	away-	go	-back.F	rifle(F)	pick_up	-quickly	return	quickly	stand	-FUT	-CNTRFACT	1SG.S-	say.M	disappear	AUX	-IP.E.M	-DECL.M,"""I went running and quickly got the rifle and came right back. I thought it was still around, but it was gone.""","Kakamare is obscure. It may be an incorrect transcription, or a mistake; in any case, the meaning does not fit in the context.",WORD_ALIGNED
a43,Fawa ne tabiyo yama siba ona okomawahine o waha.,fawa	ne	tabiyo	yama	siba	o-	na	o-	ka	-ma	-waha	-ne	o	waha,disappear	AUX.M	wanting	thing(F)	look_for	1SG.S-	AUX.F	1SG.S-	come	-back	-change	-CONT.F	1SG.S	now,"""It was gone. I looked for it, and finally came on home.""",,WORD_ALIGNED
a44,"Faya okobi yana ne kame, hiyarame, ati me haha kanemetemone fahi.",faya	okobi	yana	ne	ka	-me	hiyara	-me	ati	me	haahaa	ka-	na	-hemete	-mone	fahi,so	my_father(M)	get_up	AUX.M	come	-back.M	speak	-back.M	voice	3PL.S	laugh	COMIT-	AUX	-FP.N.F	-REP.F	then,My father started out and came home. The others laughed at him as he spoke back home.,,WORD_ALIGNED
a45,Tiwa fito kano?,tiwa	fito	ka-	-no,2SG.O	rush	COMIT.NOM.M-	-IP.N.M,"""Did it attack you?""",,WORD_ALIGNED
a46,Owa fito kanarene.,owa	fito	ka-	na	-hare	-ne,1SG.O	rush	COMIT-	AUX	-IP.E.M	-BKG.M,"""It attacked me.""",,WORD_ALIGNED
a47,"Me fanawi yoyobi toha, yama mani tiwa kani kamakiha owa nabowareka ahi.",me	fanawi	yo-	yobi	to-	ha	yama	mani	tiwa	ka-	ni	ka	-makiha	owa	naabowa	-hare	-ka	ahi,3PL.S	women	DUP-	go_back_and_forth	CH-	AUX.F	thing(F)	arm.F	carry	COMIT-	AUX.NFIN	come	-following.F	1SG.O	knock_over	-IP.E.M	-DECL.M	then,"""The women are always going. It came at me lifting up its paws, and wanted to knock me down.""",,WORD_ALIGNED
a48,Mano wara okomisareka ahi.,mano	wara	o-	ka-	-misa	-hare	-ka	ahi,arm.M	grab	1SG.S-	COMIT-	-up	-IP.E.M	-DECL.M	then,"""I lifted up its paws, holding on.""",,WORD_ALIGNED
a49,"Mano wara okomise, mano wara okomise ya, mano wara okomise, tao okanebona one fawa nareka, tokaraba ranoho.",mano	wara	o-	ka-	-mise	mano	wara	o-	ka-	-mise	ya	mano	wara	o-	ka-	-mise	tao	o-	ka-	na	-hibona	o-	ne	fawa	na	-hare	-ka	to-	ka	-raba	ra	-no	-ho,arm.M	grab	1SG.S-	COMIT-	-up.M	arm.M	grab	1SG.S-	COMIT-	-up.NOM.M	ADJU	arm.M	grab	1SG.S-	COMIT-	-up.M	shoot	1SG.S-	COMIT-	AUX	-INT.M	1SG.S-	say.M	disappear	AUX	-IP.E.M	-DECL.M	away-	go	-a_bit	NEG.NOM.M	-IP.N.M	-DUP,"""I lifted up its paws, holding on. I was going to shoot it, but it disappeared. It went away.""",,WORD_ALIGNED
a50,Owa aahi nare owa aahi re mano wara okanareka.,owa	a-	ahi	na	-re	owa	a-	ahi	re	mano	wara	o-	ka-	na	-hare	-ka,1SG.O	DUP-	mess_with	AUX	-NEG.M	1SG.O	DUP-	mess_with	NEG.M	arm.M	grab	1SG.S-	COMIT-	AUX	-IP.E.M	-DECL.M,"""It wanted to mess me up, but I held onto its paws.""",,WORD_ALIGNED
a51,Atabo owitifehara oni.,atabo	o-	ita	-fe	-hara	o-	ni,mud(F)	1SG.S-	sit	-water	-IP.E.F	1SG.S-	BKG.F,"""I was kneeling in the mud.""",,WORD_ALIGNED
a52,Kawamisamare okowamisamarene.,ka-	waa	-misa	-ma	-re	o-	ka-	waa	-misa	-ma	-hare	-ne,COMIT-	stand	-up	-back	-NEG.M	1SG.S-	COMIT-	stand	-up	-back	-IP.E.M	-BKG.M,"""I almost couldn't get back up with it.""",,WORD_ALIGNED
a53,"Okawamisame, tao okanebona, fawa nawahareka waha.",o-	ka-	waa	-misa	-me	tao	o-	ka-	na	-hibona	fawa	na	-waha	-hare	-ka	waha,1SG.S-	COMIT-	stand	-up	-back.M	shoot	1SG.S-	COMIT-	AUX	-INT.M	disappear	AUX	-change	-IP.E.M	-DECL.M	now,"""I stood back up with it. I was going to shoot it, but it disappeared.""",,WORD_ALIGNED
