ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,LGR
a24,"Faya fowa bore na, fowa iso na fowa sowe nemetemoneke.",faya	fowa	bore	na	fowa	iso	na	fowa	sowe	na	-hemete	-mone	-ke,so	manioc(M)	pull_out	AUX.F	manioc(M)	carry_off	AUX.F	manioc(M)	scrape	AUX	-FP.N.F	-REP.F	-DECL.F,So she pulled up manioc. She carried the manioc. She peeled the manioc.,,WORD_ALIGNED
a25,"Fowa  sowe na, fowa sowe na fara kawiabanihi.",fowa	sowe	na	fowa	sowe	na	fara	kawia	-ba	-ni	-hi,manioc(M)	scrape	AUX.F	manioc(M)	scrape	AUX.F	same.F	accompanying_food	-FUT	-IP.N.F	-DUP,She peeled the manioc. She peeled the manioc that was to be the starch eaten with herself.,,WORD_ALIGNED
a26,Fara kawiabani ra ai nemetemoneni.,fara	kawia	-ba	-ni	ra	ahi	na	-hemete	-mone	-ni,same.F	accompanying_food	-FUT	-IP.N.F	O	work_on	AUX	-FP.N.F	-REP.F	-BKG.F,She made the starch that was eaten with herself.,,WORD_ALIGNED
a27,Fowa hiti nemetemoneke.,fowa	hiti	na	-hemete	-mone	-ke,manioc(M)	grate	AUX	-FP.N.F	-REP.F	-DECL.F,She grated the manioc.,,WORD_ALIGNED
a28,"Fowa hiti na, fowa hiti nemetemoneke.",fowa	hiti	na	fowa	hiti	na	-hemete	-mone	-ke,manioc(M)	grate	AUX.F	manioc(M)	grate	AUX	-FP.N.F	-REP.F	-DECL.F,She grated the manioc.,,WORD_ALIGNED
a29,"Fowa hiti ni ahabe ya, iyawa, fowa nano na, fowa nano nemetemoneke fahi.",fowa	hiti	ni	ahabe	ya	iyawa	fowa	nano	na	fowa	nano	na	-hemete	-mone	-ke	fahi,manioc(M)	be_grated	AUX.NFIN	end.NOM.M	ADJU	grated_mash(F)	manioc(M)	squeeze	AUX.F	manioc(M)	squeeze	AUX	-FP.N.F	-REP.F	-DECL.F	then,"When the manioc was finished being grated, she put the manioc through the sieve.",,WORD_ALIGNED
a30,Fowa nano ni abematamonaka.,fowa	nano	ni	ahaba	-himata	-mona	-ka,manioc(M)	be_squeezed	AUX.NFIN	end	-FP.N.M	-REP.M	-DECL.M,The manioc was finished being put through the sieve.,,WORD_ALIGNED
a31,"Toto Abono aba, aba me tani tihara tiwa awine tini?",Toto_Abono	aba	aba	me	tani	ti-	ha	-ra	tiwa	awine	ti-	ni,Toto_Abono(M)	fish(M)	fish(M)	3PL.POSS	killer	2SG.S-	be	-NEG.F	2SG.S	seem.F	2SG.S-	BKG.F,"""Toto Abono, aren't you a fisherman?""",,WORD_ALIGNED
a32,Aba me sasa kana wati okia okere.,aba	me	sasaa_kana	wati	o-	kiha	o-	ke	-re,fish(M)	3PL.POSS	thing_for_spearing	arrow(M)	1SG.S-	have	1SG.S-	DECL.F	-NEG.F,"""I don't have any arrows to spear fish with.""",,WORD_ALIGNED
a33,Aba me kaya ke.,aba	me	kaya	ke,fish(M)	3PL.S	stand	DECL.F,"""The fish are there in the water.""",,WORD_ALIGNED
a34,Aba me kaya na me wati okiarihi.,aba	me	kaya	na	me	wati	o-	kiha	-rihi,fish(M)	3PL.S	stand	AUX.F	3PL.S	arrow(M)	1SG.S-	have	-NEG.LIST,"""The fish are there in the water, but I don't have any arrows.""",,WORD_ALIGNED
a35,Oye honarimakoni ofimi onofa ama oni.,o-	yehe	hona	-ra	-makoni	o-	fimi	o-	nofa	ama	o-	ni,1SG.POSS-	hand	have_something	-NEG	-for_this_reason.F	1SG.S-	be_hungry	1SG.S-	recently.F	SEC	1SG.S-	BKG.F,"""Because I don't have any equipment, I am always hungry.""",,WORD_ALIGNED
a36,"Faya toto abono tokare, kasiro hikane, iyawa hinita kaba, iyawa hinita kabemetemoneni.",faya	toto	abono	to-	ka	-re	kasiro	hi-	ka-	ne	iyawa	hinita	kaba	iyawa	hinita	kaba	-hemete	-mone	-ni,so	bamboo.sp(F)	spirit	away-	go	-NEG.M	complain_about	OC-	COMIT-	AUX.M	grated_mash(F)	alone	eat.F	grated_mash(F)	alone	eat	-FP.N.F	-REP.F	-BKG.F,So the toto spirit didn't go out. She pestered him. She ate manioc meal by itself.,,WORD_ALIGNED
a37,Iyawa hinita kabi onofarini.,iyawa	hinita	kabi	o-	nofa	-ra	-ni,grated_mash(F)	alone	eat.NFIN	1SG.S-	want	-NEG	-BKG.F,"""I don't want to eat manioc meal by itself.""",,WORD_ALIGNED
a38,"Iyawa hinita kabemetemoneke, me amo kanabone me fama mati.",iyawa	hinita	kaba	-hemete	-mone	-ke	me	amo	ka-	na	-habone	me	fama	mati,grated_mash(F)	alone	eat	-FP.N.F	-REP.F	-DECL.F	3PL.S	sleep	COMIT-	AUX	-INT.F	3PL.S	be_two.F	3PL.S,"She ate manioc meal by itself, before the two of them slept.",,WORD_ALIGNED
a39,"Faya amo na, amo nemetemone fahi.",faya	amo	na	amo	na	-hemete	-mone	fahi,so	sleep	AUX.F	sleep	AUX	-FP.N.F	-REP.F	then,She slept.,,WORD_ALIGNED
a40,Hato abono ai bai ite ya yifo tafa nematamonaka.,hato	abono	ahi	bahi	ite	ya	yifo	tafa	na	-himata	-mona	-ka,bamboo.sp(F)	spirit	there	sun(M)	sit.M	ADJU	firewood(F)	split	AUX	-FP.N.M	-REP.M	-DECL.M,When the sun was this high the hato spirit cut firewood.,"Here and in a couple other places in the story, the spirit is called hato abono, the same name used in the Jamamadi version of the story. Hato is another species of bamboo.",WORD_ALIGNED
a41,"Faya yifo tafa ne, yifo tafa nematamonane.",faya	yifo	tafa	ne	yifo	tafa	na	-himata	-mona	-ne,so	firewood(F)	split	AUX.M	firewood(F)	split	AUX	-FP.N.M	-REP.M	-BKG.M,He cut firewood.,,WORD_ALIGNED
a42,"Yifo ta toniharematamonaka, fati, fatitebone, hiwakama wati kanehinoho.",yifo	taa	to-	niha-	-re	-himata	-mona	-ka	fati	fati	-tee	-bone	hi-	ka-	ka	-ma	wati	ka-	na	-hino	-ho,firewood(F)	be_piled_up	CH-	CAUS-	-raised_surface	-FP.N.M	-REP.M	-DECL.M	3SG.POSS.wife(F)	3SG.POSS.wife(F)	-HAB	-INT.F	OC-	COMIT-	come	-back.F	plan_against	COMIT-	AUX	-IP.N.M	-DUP,"He put the firewood in a pile.  He was planning against his bride, who he had brought.",,WORD_ALIGNED
a43,"Wati hikanani, amo na, amo ni tati ba hiremetemoneke, amo naro ahi, yama we kamaki ya.",wati	hi-	ka-	na	-hani	amo	na	amo	ni	tati	baa	hi-	-re	-hemete	-mone	-ke	amo	na	-haaro	ahi	yama	wehe	ka	-maki	ya,plan_against	OC-	COMIT-	AUX	-IP.N.F	sleep	AUX.M	sleep	AUX.NFIN	head	hit	OC-	-raised_surface	-FP.N.F	-REP.F	-DECL.F	sleep	AUX	-IP.E.F	then	thing(F)	light.F	come	-following.NOM	ADJU,"He was planning against her. She was sleeping. While she was sleeping, he hit her on the head, at dawn.",,WORD_ALIGNED
a44,Faya tati ba hiremetemone ahi.,faya	tati	baa	hi-	-re	-hemete	-mone	ahi,so	head	hit	OC-	-raised_surface	-FP.N.F	-REP.F	then,He hit her on the head.,,WORD_ALIGNED
a45,"Faya ahaba, bosa hikana bobi hinamina hikabaminemetemoneke.",faya	ahaba	bosa	hi-	ka-	na	bobi	hi-	na	-mina	hi-	kaba	-mina	-hemete	-mone	-ke,so	die.F	get_up_early	OC-	COMIT-	AUX.F	slit	OC-	AUX	-morning.F	OC-	eat	-morning	-FP.N.F	-REP.F	-DECL.F,She died. He got up early with respect to her. He cut her up in the morning. He ate her in the morning.,,WORD_ALIGNED
a46,"Tabasi hina, tabasi hini ya hikaba, fara kakawiabone hiti hinaha ya kakawi hinemetemoneke.",tabasi	hi-	na	tabasi	hi-	ni	ya	hi-	kaba	fara	kakawia	-bone	hiti	hi-	naha	ya	ka-	kawi	hi-	na	-hemete	-mone	-ke,roast_on_rack	OC-	AUX.F	roast_on_rack	OC-	AUX.NOM.F	ADJU	OC-	eat.F	same.F	accompanying_food	-INT.F	grate	OC-	AUX.F	ADJU	COMIT-	eat_with_something	OC-	AUX	-FP.N.F	-REP.F	-DECL.F,"He roasted her. After he roasted her, he ate her. He ate her with the starch that she herself had grated.",,WORD_ALIGNED
a47,"Faya kakawi hina, faya abi ya, faya fati kabi abi ya, yana tone fimihi yana tone, tokomematamonaka.",faya	ka-	kawi	hi-	na	faya	ahabi	ya	faya	fati	kabi	ahabi	ya	yana	to-	ne	fimihi	yana	to-	ne	to-	ka	-ma	-himata	-mona	-ka,so	DUP-	eat_with_something	OC-	AUX.F	so	die.NOM.F	ADJU	so	3SG.POSS.wife(F)	be_eaten.NFIN	end.NOM.F	ADJU	start	CH-	AUX.M	be_hungry.M	start	CH-	AUX.M	away-	go	-back	-FP.N.M	-REP.M	-DECL.M,"He ate her with starch. When the eating of his wife was finished, he got ready to leave. He was hungry, and he got ready to leave. He went back.",,WORD_ALIGNED
a48,"Tokome, hinaka koma ni ya, hinaka koma ni ya tokome kobo toname, kobo tonamematamonaka.",to-	ka	-me	hinaka	koma	ni	ya	hinaka	koma	ni	ya	to-	ka	-me	kobo	to-	na	-me	kobo	to-	na	-ma	-himata	-mona	-ka,away-	go	-back.M	3SG.POSS	son-in-law(M)	to	ADJU	3SG.POSS	son-in-law(M)	to	ADJU	away-	go	-back.M	arrive	away-	AUX	-back.M	arrive	away-	AUX	-back	-FP.N.M	-REP.M	-DECL.M,He went back. He went back to his mother-in-law. He arrived.,"Instead of hinaka koma, Siko should have said hinakaso 'his mother-in-law'.",WORD_ALIGNED
a49,"Aa, ati maki kame.",aa	ati	maki	ka	-me,aha	2SG.POSS.older_sister(F)	3SG.POSS.husband(M)	come	-back.M,"""Aha, there comes your older sister's husband.""","The feminine equivalent of kame is kamini, showing the pairing of feminine -ni with ""nothing"" rather than the masculine -ne. This phenomenon is discussed by Dixon (2004:411), who claims, however, that it only applies to polar questions. The masculine -ne could be used to form the word kamane, but then the word would contain continuous aspect (cf. e.g. abawahane in sentence (231), and the feminine equivalent would be kamineni, which contains the continuous suffix -ne, and not kamini. See also Vogel (2022b:36f).",WORD_ALIGNED
a50,"Oof, okomine oke.",oof	o-	ka	-ma	-ne	o-	ke,hoo	1SG.S-	come	-back	-CONT.F	1SG.S-	DECL.F,"""Whew, I have come back.""",,WORD_ALIGNED
a51,"Hoo, oko yibote tera ati na ati ihi okomine oni, fowa te hiti nabone te.",hoo	o-	ka	yibote	tera	ati	na	ati	ihi	o-	ka	-ma	-ne	o-	ni	fowa	tee	hiti	na	-habone	tee,whew	1SG.POSS-	POSS	wife(F)	2PL.O	call_for	AUX.F	voice	because_of.F	1SG.S-	come	-back	-CONT.F	1SG.S-	BKG.F	manioc(M)	2PL.S	grate	AUX	-INT.F	2PL.S,"""Whew, my wife called for you. Because of what she said I have come, so you can grate manioc together.""",,WORD_ALIGNED
a52,"Okoto ma toa awineni, fowa hiti naro.",okoto	maa	to-	ha	awine	-ni	fowa	hiti	na	-haaro,my_daughter(F)	be_tired	CH-	AUX.F	seem.F	-BKG.F	manioc(M)	grate	AUX	-IP.E.F,"""I guess my daughter is tired, because she is grating manioc.""",,WORD_ALIGNED
a53,Fowa te hiti nabone ati na ati ihi okomine o.,fowa	tee	hiti	na	-habone	ati	na	ati	ihi	o-	ka	-ma	-ne	o,manioc(M)	2PL.S	grate	AUX	-INT.F	say	AUX.F	voice	because_of.F	1SG.S-	come	-back	-CONT.F	1SG.S,"""She wants you to grate manioc together. Because of what she said I have come.""",,WORD_ALIGNED
a54,Me tekamiya.,me	ti-	ka-	ka	-ma	-yahi,3PL.O	2SG.S-	COMIT-	go	-back	-DIST.IMP.F,"""You take them.""",,WORD_ALIGNED
a55,Me famamiyahi.,me	fama	-ma	-yahi,3PL.S	be_two	-back	-DIST.IMP.F,"""Let the two of them be together again.""",,WORD_ALIGNED
a56,Yana tonematamona fahi.,yana	to-	na	-himata	-mona	fahi,start	CH-	AUX	-FP.N.M	-REP.M	then,He got ready to leave.,,WORD_ALIGNED
a57,"Yana toneibona Aso, aso okoma oke.",yana	to-	na	-hibona	aso	aso	o-	ka	-ma	o-	ke,start	CH-	AUX	-INT.M	mother-in-law(F)	mother-in-law(F)	1SG.S-	go	-back	1SG.S-	DECL.F,"He got ready to leave. ""Mother-in-law, I'm going.""",,WORD_ALIGNED
a58,"Tikoto one ota tofamamibana, hinakati asota nabonehe, fowa me hiti nabone mati.",tikoto	one	otaa	to-	fama	-mi	-bana	hinakati	asota	na	-habone	-he	fowa	me	hiti	na	-habone	mati,2SG.POSS.daughter(F)	other.F	1EX.S	away-	be_two	-back.F	-FUT	3POSS.SG.older_sister(F)	help	AUX	-INT.F	-DUP	manioc(M)	3PL.S	grate	AUX	-INT.F	3PL.S,"""Let your other daughter go back with me, to help her older sister, so they will grate manioc together.""",,WORD_ALIGNED
a59,Ati amosematamonaka.,ati	amosa	-himata	-mona	-ka,voice	be_good	-FP.N.M	-REP.M	-DECL.M,What he said was acceptable to her.,,WORD_ALIGNED
a60,Ati maki te tofamamahi.,ati	maki	tee	to-	fama	-ma	-hi,2SG.POSS.older_sister(F)	3SG.POSS.husband(M)	2PL.S	away-	be_two	-back	-IMP.F,"""You go back with your older sister's husband.""",,WORD_ALIGNED
a61,Ati maki te tofamamahi.,ati	maki	tee	to-	fama	-ma	-hi,2SG.POSS.older_sister(F)	3SG.POSS.husband(M)	2PL.S	away-	be_two	-back	-IMP.F,"""You go back with your older sister's husband.""",,WORD_ALIGNED
a62,Te towakamahi.,tee	to-	ka-	ka	-ma	-hi,2PL.S	away-	COMIT-	go	-back	-IMP.F,"""The two of you go.""",,WORD_ALIGNED
a63,Ati te fafamawa na toharima nahi.,ati	tee	fa-	fama	-waha	na	to-	ha	-rima	na	-hi,2SG.POSS.older_sister(F)	2PL.S	DUP-	be_two	-change.LIST	AUX	CH-	AUX	-intermittent	AUX	-IMP.F,"""You stay with your older sister.""",,WORD_ALIGNED
a64,Faya hiwakamemetemone amake.,faya	hi-	ka-	ka	-ma	-hemete	-mone	ama	-ke,so	OC-	COMIT-	go	-back	-FP.N.F	-REP.F	SEC	-DECL.F,So he took her.,,WORD_ALIGNED
a65,"Hiwakama, hiwakamemetemoneke.",hi-	ka-	ka	-ma	hi-	ka-	ka	-ma	-hemete	-mone	-ke,OC-	COMIT-	go	-back.F	OC-	COMIT-	go	-back	-FP.N.F	-REP.F	-DECL.F,He took her.,,WORD_ALIGNED
a66,"Tokome fawa tosame, fawa tonakosamematamonaka.",to-	ka	-me	fawa	to-	-kosa	-me	fawa	to-	na	-kosa	-ma	-himata	-mona	-ka,away-	go	-back.M	disappear	CH-	-middle	-back.M	disappear	CH-	AUX	-middle	-back	-FP.N.M	-REP.M	-DECL.M,He went back. He disappeared into the forest.,,WORD_ALIGNED
a67,"Okoto fowa hiti namone hinakasima, Toto Abono towakama ne, ma toamone ati ihimonehe.",okoto	fowa	hiti	na	-hamone	hinakasima	Toto_Abono	to-	ka-	ka	-ma	ne	maa	to-	ha	-hamone	ati	ihi	-mone	-he,my_daughter(F)	manioc(M)	grate	AUX	-REP.F	3SG.POSS.younger_sister(F)	Toto_Abono(M)	away-	COMIT-	go	-back.LIST	AUX.M	be_tired	CH-	AUX	-REP.F	voice	because_of.F	-REP.F	-DUP,"""My daughter is said to be grating manioc, and now Toto Abono has taken her younger sister, too, because she is said to be tired.""",,WORD_ALIGNED
a68,"Faya me kobo tokanama, fanahi mera yori rari.",faya	me	kobo	to-	ka-	na	-ma	fanahi	mera	yori	ra	-haari,so	3PL.S	arrive	away-	COMIT-	AUX	-back.F	be_married.M	3PL.O	have_sex_with	NEG	-IP.E.M,"The two of them arrived. He was married, but he didn't have sex with them.",,WORD_ALIGNED
a69,"Mera yori re, mera iiso tohe mera kakaba toemata.",mera	yori	re	mera	i-	iso	to-	he	mera	ka-	kaba	to-	ha	-himata,3PL.O	have_sex_with	NEG.M	3PL.O	DUP-	carry_off	CH-	AUX.M	3PL.O	DUP-	eat	CH-	AUX	-FP.N.M,He didn't have sex with them. He was carrying them off. He was eating them.,,WORD_ALIGNED
a70,"Mera kabe, faya hinabowamake, hikabemetemoneke fahi.",mera	kabe	faya	hi-	naabowa	-make	hi-	kaba	-hemete	-mone	-ke	fahi,3PL.O	eat.M	so	OC-	kill	-following	OC-	eat	-FP.N.F	-REP.F	-DECL.F	then,"He ate them. He killed her, also. He ate her.",,WORD_ALIGNED
a71,"Hikaba, kabi abi ya hinaka iyawa ahaba, faya hinaka iyawa, hinaka iyawa aba, Oof, iyawa okiamari.",hi-	kaba	kabi	ahabi	ya	hinaka	iyawa	ahaba	faya	hinaka	iyawa	hinaka	iyawa	ahaba	oof	iyawa	o-	kiha	-ma	-ri,OC-	eat.F	be_eaten.NFIN	end.NOM.F	ADJU	3SG.POSS	grated_mash(F)	end.F	so	3SG.POSS	grated_mash(F)	3SG.POSS	grated_mash(F)	end.F	hoo	grated_mash(F)	1SG.S-	have	-back	-NEG.NOM.F,"He ate her. After he finished eating her, his manioc mash ran out. ""Whew, I don't have any more manioc mash.""",,WORD_ALIGNED
a72,Iyawa abake.,iyawa	ahaba	-ke,grated_mash(F)	end	-DECL.F,"""The manioc mash is all gone.""",,WORD_ALIGNED
a73,Iyawa hihiti nisaba onakamamate.,iyawa	hihiti_nisa	-ba	o-	na-	ka	-ma	-mate,grated_mash(F)	person_who_grates	-FUT	1SG.S-	CAUS-	go	-back	-short_time.IMP.F,"""I'll go get someone to grate manioc mash.""",,WORD_ALIGNED
a74,Faya abemetemone amani.,faya	ahaba	-hemete	-mone	ama	-ni,so	die	-FP.N.F	-REP.F	SEC	-BKG.F,She died.,,WORD_ALIGNED
a75,Hikabemetemone amake.,hi-	kaba	-hemete	-mone	ama	-ke,OC-	eat	-FP.N.F	-REP.F	SEC	-DECL.F,He ate her.,,WORD_ALIGNED
a76,Tati ba hiremetemone.,tati	baa	hi-	-re	-hemete	-mone,head	hit	OC-	-raised_surface	-FP.N.F	-REP.F,He hit her on the head.,,WORD_ALIGNED
a77,"Tati ba hire, namiti, namiti niki hikanemetemoneke, amo naro.",tati	baa	hi-	-re	namiti	namiti	niki	hi-	ka-	na	-hemete	-mone	-ke	amo	na	-haaro,head	hit	OC-	-raised_surface	neck	neck	press_on	OC-	COMIT-	AUX	-FP.N.F	-REP.F	-DECL.F	sleep	AUX	-IP.E.F,He hit her on the head. He strangled her as she slept.,,WORD_ALIGNED
a78,Amo ni winaha ra namiti niki kanematamonaka.,amo	ni	winaha	ra	namiti	niki	ka-	na	-himata	-mona	-ka,sleep	AUX.NFIN	lie_in_hammock.F	O	neck	press_on	COMIT-	AUX	-FP.N.M	-REP.M	-DECL.M,He strangled her as she slept in her hammock.,,WORD_ALIGNED
a79,"Faya namiti niki hikana, hinahabiha, bobi hinamina, bobi hinamina faya tabasi hina sobori hikabemetemoneke ahi.",faya	namiti	niki	hi-	ka-	na	hi-	naahabiha	bobi	hi-	na	-mina	bobi	hi-	na	-mina	faya	tabasi	hi-	na	sobori	hi-	kaba	-hemete	-mone	-ke	ahi,so	neck	press_on	OC-	COMIT-	AUX.F	OC-	kill.F	slit	OC-	AUX	-morning.F	slit	OC-	AUX	-morning.F	so	roast_on_rack	OC-	AUX.F	belly	OC-	eat	-FP.N.F	-REP.F	-DECL.F	then,He strangled her. He killed her. He cut her up in the morning. Then he roasted her. He ate her belly.,,WORD_ALIGNED
