ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,LGR
a21,"Makateba, kirabote, kirabote, kirabote, Aki, aki hiya, tikama.",maka	-tee	-ba	kirabote	kirabote	kirabote	aki	aki	hiya	ti-	ka	-ma,snake(F)	-HAB	-FUT	old_woman(F)	old_woman(F)	old_woman(F)	grandmother(F)	grandmother(F)	come_on	2SG.S-	come	-back,"The one who became the first snake was an old woman. ""Grandma, come here.""",WORD_ALIGNED,
a22,Kimi tikabibeya.,kimi	ti-	kaba	-be	-ya,corn(M)	2SG.S-	eat	-IMMED.F	-now,"""Eat corn.""",WORD_ALIGNED,
a23,Faya kimi okoba ahi.,faya	kimi	o-	kaba	ahi,so	corn(M)	1SG.S-	eat	then,"""I should eat corn.""",WORD_ALIGNED,
a24,"Kimi okobene, owiniba, owiniba yoro tinahi ahi, sare ahi.",kimi	o-	kaba	-hene	o-	ini	-ba	o-	ini	-ba	yoro	ti-	na	-hi	ahi	sarehe	ahi,corn(M)	1SG.S-	eat	-IRR.F	1SG.POSS-	tooth.F	-FUT	1SG.POSS-	tooth.F	-FUT	put_in_place	2SG.S-	AUX	-IMP.F	then	blowgun_dart(F)	then,"""I can't eat corn. You put in my two teeth, blowgun darts.""",WORD_ALIGNED,
a25,"Sare yoro tinahi ahi, owinibana.",sarehe	yoro	ti-	na	-hi	ahi	o-	ini	-bana,blowgun_dart(F)	put_in_place	2SG.S-	AUX	-IMP.F	then	1SG.POSS-	tooth.F	-FUT,"""Put in two blowgun darts, to be my teeth.""",WORD_ALIGNED,
a26,Owiniba yoro tina.,o-	ini	-ba	yoro	ti-	na,1SG.POSS-	tooth.F	-FUT	put_in_place	2SG.S-	AUX,"""Put in my two teeth.""",WORD_ALIGNED,
a27,"Boni, boni kayawa, ini ta yoro hinemetemoneke ahi, ini, makatebana, maka.",boni	boni	ka-	yawa	ini	taa	yoro	hi-	na	-hemete	-mone	-ke	ahi	ini	maka	-tee	-bana	maka,upper_lip.F	upper_lip.F	COMIT-	be_upset.F	tooth.F	contrast	put_in_place	OC-	AUX	-FP.N.F	-REP.F	-DECL.F	then	tooth.F	snake(F)	-HAB	-FUT	snake(F),She didn't want to have her lips pierced. So he put in the snake's two fangs.,WORD_ALIGNED,
a28,"Maka, maka yana tonemetemoneni.",maka	maka	yana	to-	na	-hemete	-mone	-ni,snake(F)	snake(F)	start	CH-	AUX	-FP.N.F	-REP.F	-BKG.F,The snake was ready to leave.,WORD_ALIGNED,
a29,"Inamate wematamona ahi, he nokosi ya.",inamate	waa	-himata	-mona	ahi	hee	nokosi	ya,child(M)	stand	-FP.N.M	-REP.M	there	3SG.POSS	in_front_of	ADJU,A boy was standing in front of her.,WORD_ALIGNED,
a30,Aki kimi kakaba tinebona one.,aki	kimi	ka-	kaba	ti-	na	-hibona	o-	ne,grandmother(F)	corn(M)	DUP-	eat	2SG.S-	AUX	-INT.M	1SG.S-	say.M,"""Grandma, you should try eating some corn.""",WORD_ALIGNED,
a31,Owa kakakawa tinaho.,owa	ka-	ka-	kawa	ti-	na	-ho,1SG.O	DUP-	COMIT-	give_something_to	2SG.S-	AUX	-IMP.M,"""Give it to me.""",WORD_ALIGNED,
a32,"Mao hisi hinematamona, hss, hss.",maho	hisi	hi-	na	-himata	-mona	hss	hss,smell.M	sniff	OC-	AUX	-FP.N.M	-REP.M	(sound_of_sniffing)	(sound_of_sniffing),"She smelled it. Hss, hss.",WORD_ALIGNED,
a33,"Nyai, yama mai amosa kabateraweba tiwahi, kimi.",nyai	yama	mahi	amosa	kaba	-tee	-rawa	-hiba	ti-	awa	-hi	kimi,yum	thing(F)	smell.F	be_good.F	be_eaten	-HAB	-FPL	-FUT.M	2SG.S-	see	-IMP.F	corn(M),"""Yum. That thing has a good smell, and it is going to be eaten. It is corn, look at it.""",WORD_ALIGNED,
a34,"Kimi, kimi amane, kimi ati na inamate, inamate mano wara tona, kokosi, kokosi itikabote na inamate kosi nemetemoneke ahi, boto, boto.",kimi	kimi	ama	-ne	kimi	ati	na	inamate	inamate	mano	wara	to-	na	kokosi	kokosi	iti	-kabote	na	inamate	kosi	na	-hemete	-mone	-ke	ahi	boto	boto,corn(M)	corn(M)	be	-BKG.M	corn(M)	say	AUX.F	child(M)	child(M)	arm.M	grab	CH-	AUX.F	switch(F)	switch(F)	pick_up	-quickly	AUX.F	child(M)	flail	AUX	-FP.N.F	-REP.F	-DECL.F	then	(sound_of_whipping)	(sound_of_whipping),"""It's corn,"" she said. She grabbed the boy's hand. She quickly grabbed a switch. She whipped the boy, boto, boto.",WORD_ALIGNED,
a35,"Aya, aya, aya, aya, aya inamate kosi na, kimi kabarabana, tokabana, toiyatebana.",aya	aya	aya	aya	aya	inamate	kosi	na	kimi	kaba	-ra	-habana	to-	ka	-habana	to-	hiya	-tee	-habana,(expression_of_pain)	(expression_of_pain)	(expression_of_pain)	(expression_of_pain)	(expression_of_pain)	child(M)	flail	AUX.F	corn(M)	eat	-NEG	-FUT.F	away-	go	-FUT.F	CH-	be_different	-HAB	-FUT.F,"""Aya, aya, aya."" She whipped the boy. She didn't eat any corn. She went away and changed into something else.",WORD_ALIGNED,
a36,Kimi kabaremetemoneke.,kimi	kaba	-ra	-hemete	-mone	-ke,corn(M)	eat	-NEG	-FP.N.F	-REP.F	-DECL.F,She didn't eat corn.,WORD_ALIGNED,
a37,Tokemetemoneke.,to-	ka	-hemete	-mone	-ke,away-	go	-FP.N.F	-REP.F	-DECL.F,She went away.,WORD_ALIGNED,
a38,"Faya tohiyemetemone itineti, fa, fa witi ya.",faya	to-	hiya	-hemete	-mone	ita	-ne	-ti	faha	faha	witi	ya,so	CH-	be_different	-FP.N.F	-REP.F	stay	-CONT.F	-HAB.NOM	stream(F)	stream(F)	edge	ADJU,"She turned into something else, and stayed at the stream edge.",WORD_ALIGNED,
a39,"Faya, faya me tafa me me witi moto hina me tafemetemoneke.",faya	faya	me	tafa	me	me	witi	moto	hi-	na	me	tafa	-hemete	-mone	-ke,so	so	3PL.S	eat.F	3PL.S	3PL.POSS	nose	pierce	OC-	AUX.F	3PL.S	eat	-FP.N.F	-REP.F	-DECL.F,"They ate. After he pierced their noses, they ate.",WORD_ALIGNED,
a40,"Me tafa me, me boni, me boni moto hina me tafa me, faya biti iisi kabote ne Hiya, tibono moto obe.",me	tafa	me	me	boni	me	boni	moto	hi-	na	me	tafa	me	faya	biti	i-	isi	kabote	ne	hiya	ti-	bono	moto	o-	-be,3PL.S	eat.F	3PL.S	3PL.POSS	upper_lip.F	3PL.POSS	upper_lip.F	pierce	OC-	AUX.F	3PL.S	eat.F	3PL.S	so	3SG.POSS.son(M)	DUP-	be_small	quickly	AUX.M	come_on	2SG.POSS-	upper_lip	pierce	1SG.S-	-IMMED.F,"They ate. After he pierced their upper lips they ate. His son was small. ""Come on, I'll pierce your lip.""",WORD_ALIGNED,
a41,Kimi tikabibe.,kimi	ti-	kaba	-be,corn(M)	2SG.S-	eat	-IMMED.F,"""You are going to eat corn.""",WORD_ALIGNED,
a42,Biti inamate nafire kiya kanematamonaka.,biti	inamate	nafi	-re	kiya	ka-	na	-himata	-mona	-ka,3SG.POSS.son(M)	child(M)	be_big	-NEG.M	yell	COMIT-	AUX	-FP.N.M	-REP.M	-DECL.M,His little son cried out.,WORD_ALIGNED,
a43,"Biti bono moto ne, fati, fati me nafi, me nafi boni moto nematamona, me witi.",biti	bono	moto	ne	fati	fati	me	nafi	me	nafi	boni	moto	na	-himata	-mona	me	witi,3SG.POSS.son(M)	upper_lip.M	pierce	AUX.M	3SG.POSS.wife(F)	3SG.POSS.wife(F)	3PL.POSS	all	3PL.POSS	all	upper_lip.F	pierce	AUX	-FP.N.M	-REP.M	3PL.POSS	nose,"He pierced his son's lip. Also his wife. He pierced the lips of all of them, also their noses.'",WORD_ALIGNED,
a44,"Kimi me, kimi me kababone mera kosi nematamonaka ahi.",kimi	me	kimi	me	kaba	-habone	mera	kosi	na	-himata	-mona	-ka	ahi,corn(M)	3PL	corn(M)	3PL.S	eat	-INT.F	3PL.O	flail	AUX	-FP.N.M	-REP.M	-DECL.M	then,He whipped them so they could eat corn.,WORD_ALIGNED,
a45,Me nafi kosi nemata.,me	nafi	kosi	na	-himata,3PL.POSS	all	flail	AUX	-FP.N.M,He whipped all of them.,WORD_ALIGNED,
a46,"Bati kosi, mati, mati bote kosi, mera kosi ne, mera kosi nematamonaka, me nafi, matehe.",bati	kosi	mati	mati	bote	kosi	mera	kosi	ne	mera	kosi	na	-himata	-mona	-ka	me	nafi	matehe,3SG.POSS.father(M)	flail.LIST	3SG.POSS.mother(F)	3SG.POSS.mother(F)	old	flail.LIST	3PL.O	flail	AUX.M	3PL.O	flail	AUX	-FP.N.M	-REP.M	-DECL.M	3PL.POSS	all	children(F),"He whipped his father, and he whipped his old mother, too. He whipped them. He whipped them, all of them, including the children.",WORD_ALIGNED,
a47,Hinaka kokosi basasa ni tokomemetemone ahi.,hinaka	kokosi	basa	-sa	ni	to-	ka	-ma	-hemete	-mone	ahi,3SG.POSS	switch(F)	protrude	-DUP	AUX.NFIN	away-	go	-back	-FP.N.F	-REP.F	then,"His switches were stuck under the thatch, all in a row.",WORD_ALIGNED,
a48,Hoo owa kosi neba ama narani.,hoo	owa	kosi	na	-hiba	ama	na	-rani,whew	1SG.O	flail	AUX	-FUT.M	SEC	AUX.M	-?,"""Let him whip me.""",WORD_ALIGNED,
a49,Kimi okobaba.,kimi	o-	kaba	-ba,corn(M)	1SG.S-	eat	-IMMED.M,"""I'm going to eat corn.""",WORD_ALIGNED,
a50,Kimi okobibe.,kimi	o-	kaba	-be,corn(M)	1SG.S-	eat	-IMMED.F,"""I'm going to eat corn.""",WORD_ALIGNED,
a51,"Bono komene hi kare ahi, bono, bono ewene towatowakosa ne ka bono komebana ahi.",bono	komene	hii	ka-	-re	ahi	bono	bono	ewene	towa-	to-	waa	-kosa	ne	ka	bono	koma	-hibana	ahi,upper_lip.M	pain.M	be_affected_by	COMIT-	-NEG.M	then	upper_lip.M	upper_lip.M	wood.M	DUP-	CH-	stand	-middle	AUX.NOM.M	because	upper_lip.M	hurt	-FUT.M	then,The pain in his upper lip didn't keep him from eating. The plug hurt him.,WORD_ALIGNED,
a52,Nawahemetemone amani.,nawaha	-hemete	-mone	ama	-ni,take_a_long_time	-FP.N.F	-REP.F	SEC	-BKG.F,It was hard to stand.,WORD_ALIGNED,
a53,Yama nawahemetemone amani.,yama	nawaha	-hemete	-mone	ama	-ni,thing(F)	take_a_long_time	-FP.N.F	-REP.F	SEC	-BKG.F,It was hard to stand.,WORD_ALIGNED,
a54,Yamata watari ya yamata wasihimatamonaka.,yamata	wata	-ri	ya	yamata	wasi	-himata	-mona	-ka,crops(F)	exist	-NEG.NOM.F	ADJU	crops(F)	find	-FP.N.M	-REP.M	-DECL.M,"There were no crops, and he found them.",WORD_ALIGNED,
a55,Yamata amake.,yamata	ama	-ke,crops(F)	be	-DECL.F,There are crops.,WORD_ALIGNED,
a56,"Fowa, fowa kabe, biha, yama nafi wasihimatamonaka.",fowa	fowa_kabe	biha	yama	nafi	wasi	-himata	-mona	-ka,manioc(M)	sweet_manioc(M)	yam(F)	thing(F)	all	find	-FP.N.M	-REP.M	-DECL.M,"He found bitter manioc, sweet manioc, yams, all the crops.",WORD_ALIGNED,
a57,"Yama wasihiba, yama wasihiba boka noko yome, awa boni, awa boni yome, awa boni nafi yoyome toematamonaha, hiwa sari kanebana.",yama	wasi	-hiba	yama	wasi	-hiba	boka	noko	yome	awa	boni	awa	boni	yome	awa	boni	nafi	yo-	yome	to-	ha	-himata	-mona	-ha	hiwa	sari	ka-	na	-hibana,thing(F)	find	-FUT.M	thing(F)	find	-FUT.M	tree.sp(M)	seed.M	swallow.LIST	tree(F)	fruit.F	tree(F)	fruit.F	swallow.LIST	tree(F)	fruit.F	all	DUP-	swallow	CH-	AUX	-FP.N.M	-REP.M	-DUP	3SG.REFL.M	burn	COMIT-	AUX	-FUT.M,"He ate boka seeds, so he could find the crops. He also ate wild fruits. He ate all kinds of wild fruits. Then he set fire to himself.",WORD_ALIGNED,
a58,Faya hiwa sari kanematamona fahi.,faya	hiwa	sari	ka-	na	-himata	-mona	fahi,so	3SG.REFL.M	burn	COMIT-	AUX	-FP.N.M	-REP.M	then,He set fire to himself.,WORD_ALIGNED,
a59,"Faya kakafowa tohe towake kakafowa toahi me nanamosa toemetemone me ama, korobo mati.",faya	ka-	ka-	fowa	to-	he	to-	ka-	ke	ka-	ka-	fowa	to-	hahi	me	na-	na-	amosa	to-	ha	-hemete	-mone	me	ama	korobo	mati,so	DUP-	COMIT-	be_in_water	CH-	AUX.M	away-	COMIT-	go.M	DUP-	COMIT-	be_in_water	CH-	AUX.M	3PL.S	DUP-	CAUS-	be_good	CH-	AUX	-FP.N.F	-REP.F	3PL.S	SEC	fish.sp(M)	3PL,"He sat in the water, and the korobo fish cleaned him off.","The relative clause kakafowa toahi shows that relative clauses in Jarawara are internally headed (Dixon 2004:525; Vogel 2022b:123). This relative clause is the O of the main clause of the sentence, and it has no overt noun head.",WORD_ALIGNED
a60,"Korobo me hinamosahi, korobo me nanamosa hie tafime, kame yobe yayama toematamonaha.",korobo	me	hi-	na-	amosahi	korobo	me	na-	na-	amosa	hi-	he	tafi	-me	ka	-me	yobe	ya-	yama	to-	ha	-himata	-mona	-ha,fish.sp(M)	3PL.S	OC-	CAUS-	be_good.M	fish.sp(M)	3PL.S	DUP-	CAUS-	be_good	OC-	AUX.M	get_well	-back.M	come	-back.M	house(M)	DUP-	make	CH-	AUX	-FP.N.M	-REP.M	-DUP,"The korobo fish cleaned him off, and he got better. He came back, and made a house.",WORD_ALIGNED,
a61,"Efe, efe, efematamona wakari me tohineke, wakari mati, wakari metebana, wakari metebana, wakaritebana okiti aati toematamona okobi aati toemari amane.",efe	efe	efe	-mata	-mona	wakari	me	to-	ha	-ne	-ke	wakari	mati	wakari	me	-tee	-bana	wakari	me	-tee	-bana	wakari	-tee	-bana	okiti	a-	ati	to-	ha	-himata	-mona	okobi	a-	ati	to-	ha	-himari	ama	-ne,this.M	this.M	this.M	-FP.N.M	-REP.M	Paumari(M)	3PL.S	CH-	be	-CONT.F	-DECL.F	Paumari(M)	3PL	Paumari(M)	3PL	-HAB	-FUT	Paumari(M)	3PL	-HAB	-FUT	Paumari(M)	-HAB	-FUT	my_grandfather(M)	DUP-	say	CH-	AUX	-FP.N.M	-REP.M	my_father(M)	DUP-	say	CH-	AUX	-FP.E.M	SEC	-BKG.M,"That's the one who became the first Paumari, my grandfather used to say, my father reported.'",WORD_ALIGNED,
a62,Wakariteba afa me boni moto te me ama faro.,wakari	-tee	-ba	afa	me	boni	moto	tee	me	ama	faaro,Paumari(M)	-HAB	-FUT	this.F	3PL.POSS	upper_lip.F	be_pierced	HAB	3PL.POSS	SEC	that.F,"Paumaris today have pierced lips, too.",WORD_ALIGNED,
a63,"Me boni hoti si tote me amake, me boni moto na mati.",me	boni	hoti	sii	to-	-tee	me	ama	-ke	me	boni	moto	na	mati,3PL.POSS	upper_lip.F	hole.F	stand	CH-	-HAB	3PL.POSS	SEC	-DECL.F	3PL.POSS	upper_lip.F	be_pierced	AUX.F	3PL,"They still have holes in their lips, their lips are pierced.",WORD_ALIGNED,
a64,Me boni moto nemata.,me	boni	moto	na	-himata,3PL.POSS	upper_lip.F	pierce	AUX	-FP.N.M,He pierced their lips.,WORD_ALIGNED,
a65,Tohiyemata.,to-	hiya	-himata,CH-	be_different	-FP.N.M,He changed into something else.,WORD_ALIGNED,
a66,"Tohiyematamona amane, wakari.",to-	hiya	-himata	-mona	ama	-ne	wakari,CH-	be_different	-FP.N.M	-REP.M	SEC	-BKG.M	Paumari(M),He changed into a Paumari.,WORD_ALIGNED,
a67,Hiwa sari kanematamonaha.,hiwa	sari	ka-	na	-himata	-mona	-ha,3SG.REFL.M	burn	COMIT-	AUX	-FP.N.M	-REP.M	-DUP,He set fire to himself.,WORD_ALIGNED,
a68,"Faya me wiwinawa toemetemone fahi, yobe nafi me fawa tonia mati.",faya	me	wi-	wina	-waha	to-	ha	-hemete	-mone	fahi	yobe	nafi	me	fawa	to-	niha	mati,so	3PL.S	DUP-	live	-change	CH-	AUX	-FP.N.F	-REP.F	then	house(M)	all	3PL.S	disappear	CH-	CAUS.F	3PL.S,They lived there a long time. The house was full of people.,WORD_ALIGNED,
a69,Me tafatafa toemetemone ahi.,me	tafa-	tafa	to-	ha	-hemete	-mone	ahi,3PL.S	DUP-	eat	CH-	AUX	-FP.N.F	-REP.F	then,They ate.,WORD_ALIGNED,
a70,Faya me tatafa toa me mato me kakawi nawaha ahi hoo yama wasihiba hiwa tonahiyemata.,faya	me	ta-	tafa	to-	ha	me	mato	me	ka-	kawi	na	-waha	ahi	hoo	yama	wasi	-hiba	hiwa	to-	na-	hiya	-himata,so	3PL.S	DUP-	eat	CH-	AUX.F	3PL.S	tree.sp(M)	3PL.S	DUP-	eat_with_something	AUX	-change.F	then	whew	thing(F)	find	-FUT.M	3SG.REFL.M	CH-	CAUS-	be_different	-FP.N.M,They ate. They had starch to eat with their mato fruits. He changed himself so he could get crops.,WORD_ALIGNED,
a71,"Hiwa tonahiyemata yama wasimata ka yama ota kakaba toineni, fowa kabe hari.",hiwa	to-	na-	hiya	-himata	yama	wasi	-himata	ka	yama	otaa	ka-	kaba	to-	ha	-ne	-ni	fowa_kabe	haari,3SG.REFL.M	CH-	CAUS-	be_different	-FP.N.M	thing(F)	find	-FP.N.M	which	thing(F)	1EX.S	DUP-	eat	CH-	AUX	-CONT.F	-BKG.F	sweet_manioc(M)	that_one.M,He changed into something else. He was the one who first found the sweet manioc that we eat.,WORD_ALIGNED,
a72,Otara yokohimari amane.,otara	yoko	-himari	ama	-ne,1EX.O	bring_misfortune_on	-FP.E.M	SEC	-BKG.M,He caused us to suffer.,WORD_ALIGNED,
a73,Otara yokohimari amaka.,otara	yoko	-himari	ama	-ka,1EX.O	bring_misfortune_on	-FP.E.M	SEC	-DECL.M,He caused us to suffer.,WORD_ALIGNED,
a74,"Ota bono tiwa ha, ota bono.",otaa	bono	ti-	awa	haa	otaa	bono,1EX.POSS	upper_lip	2SG.S-	see	DEM	1EX.POSS	upper_lip,Look at our lips.,WORD_ALIGNED,
a75,Yama komemetemone okaki hinahamaro amake.,yama	koma	-hemete	-mone	okaki	hi-	na	-hamaro	ama	-ke,thing(F)	hurt	-FP.N.F	-REP.F	my_grandmother(F)	OC-	say	-FP.E.F	SEC	-DECL.F,My grandmother said it hurt.,WORD_ALIGNED,
a76,Tibono moto tina.,ti-	bono	moto	ti-	na,2SG.POSS-	upper_lip	pierce	2SG.S-	AUX,"""Pierce your lips.""",WORD_ALIGNED,
a77,"Faya me wiwina toha kimi, kimi botorisahi me baka na me, kimi me baka nemetemoneke ahi.",faya	me	wi-	wina	to-	ha	kimi	kimi	boto	-risahi	me	baka	na	me	kimi	me	baka	na	-hemete	-mone	-ke	ahi,so	3PL.S	DUP-	live	CH-	AUX.F	corn(M)	corn(M)	dry_up	-down.M	3PL.S	break	AUX.F	3PL.S	corn(M)	3PL.S	break	AUX	-FP.N.F	-REP.F	-DECL.F	then,They broke off the ears of corn when its leaves were dry.,WORD_ALIGNED,
a78,"Kimi me baka na kimi me sako na me, kimi ewene bere niha yobe toro ya kimi bere niha yobe, kimi bere kanihematamonaka ahi.",kimi	me	baka	na	kimi	me	sako	na	me	kimi	ewene	bere	niha	yobe	toro	ya	kimi	bere	niha	yobe	kimi	bere	ka-	niha-	-himata	-mona	-ka	ahi,corn(M)	3PL.S	break	AUX.F	corn(M)	3PL.S	tie	AUX.F	3PL.S	corn(M)	wood.M	be_across	CAUS.LIST	house(M)	inside.M	ADJU	corn(M)	be_across	CAUS.LIST	house(M)	corn(M)	be_across	COMIT-	CAUS-	-FP.N.M	-REP.M	-DECL.M	then,The pole for holding the ears of corn was laid on top of the rafters. He draped the corn on the pole inside the house.,WORD_ALIGNED,
a79,Botokori te kabaho.,botokori	tee	kaba	-ho,bad_ear	2PL.S	eat	-IMP.M,"""You eat the bad ears of corn.""",WORD_ALIGNED,
a80,Botokori te rawi ha botokori te kaba naho.,botokori	tee	rawi	haa	botokori	tee	kaba	na	-ho,bad_ear	2PL.S	toast.NOM.F	DEM	bridge	2PL.S	eat.LIST	AUX	-IMP.M,"""You toast the kernels from the bad ears in the pan. Eat the bad ears of corn.""",WORD_ALIGNED,
a81,"Faya kimi botokori me rawehemetemoneke, hinakakirawaha ahi.",faya	kimi	botokori	me	rawa	-hemete	-mone	-ke	hinakaki	-rawa	-ha	ahi,so	corn(M)	bad_ear	3PL.S	toast	-FP.N.F	-REP.F	-DECL.F	3POSS.SG.grandmother(F)	-FPL	-DUP	then,His grandmothers toasted the kernels from the bad ears of corn in the pan.,WORD_ALIGNED,
a82,"Kakasi raba raba, kimi kababone ona ini si oniha tokineni.",ka-	kasi	raba	ra	-haba	kimi	kaba	-habone	o-	na	ini	sii	o-	niha	to-	ka	-ne	-ni,DUP-	be_naughty	a_bit	NEG	-FUT.F	corn(M)	eat	-INT.F	1SG.S-	say.F	tooth.F	stand	1SG.S-	CAUS.F	away-	go	-CONT.F	-BKG.F,"""She is naughty. I thought she was going to eat corn. I put in her teeth, and she left.""",WORD_ALIGNED,
