ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,LGR
a17,"Me tokoma me tokoma me kobo tonama me, faya yifari me kayaba yifari sami, yifari hati.",me	to-	ka	-ma	me	to-	ka	-ma	me	kobo	to-	na	-ma	me	faya	yifari	me	ka-	yaba	yifari	sami	yifari	hati,3PL.S	away-	go	-back.F	3PL.S	away-	go	-back.F	3PL.S	arrive	away-	AUX	-back.F	3PL.S	so	banana(F)	3PL.S	COMIT-	take_out.F	banana.LIST(F)	pineapple.LIST(F)	banana(F)	ripe,"They went, and arrived. They got the bananas, also pineapples, ripe bananas.",,WORD_ALIGNED
a18,Me kamemetemoneke.,me	ka	-ma	-hemete	-mone	-ke,3PL.S	come	-back	-FP.N.F	-REP.F	-DECL.F,They came back.,,WORD_ALIGNED
a19,"Me kama me, faya iti bote, iti bote winehimatamonaka.",me	ka	-ma	me	faya	iti	bote	iti	bote	wina	-himata	-mona	-ka,3PL.S	come	-back	3PL.S	so	grandfather(M)	old	grandfather(M)	old	lie_in_hammock	-FP.N.M	-REP.M	-DECL.M,They came back. The old man was lying in his hammock.,,WORD_ALIGNED
a20,Wine ati yana tonehimatamona.,wine	ati	yana	to-	na	-himata	-mona,lie_in_hammock.M	voice	start	CH-	AUX	-FP.N.M	-REP.M,"As he lay in his hammock, he spoke.",,WORD_ALIGNED
a21,"Wine ati yana tone, wabise, wabise, wabise iti Te afi kabote.",wine	ati	yana	to-	ne	wabise	wabise	wabise	iti	tee	afi	kabote,lie_in_hammock.M	voice	start	CH-	AUX.M	spear(F)	spear(F)	spear(F)	pick_up.M	2PL.S	bathe	quickly,"He spoke as he lay in his hammock. He picked up a spear. ""Take your baths quickly.""",,WORD_ALIGNED
a22,Te afi nibeya.,tee	afi	na	-be	-ya,2PL.S	bathe	AUX	-IMMED.F	-now,"""Take your baths.""",,WORD_ALIGNED
a23,Te tai tohama.,tee	tai	to-	ha	-ma,2PL.S	be_ahead	CH-	AUX	-back,"""You go on ahead.""",,WORD_ALIGNED
a24,Te tai toama.,tee	tai	to-	ha	-ma,2PL.S	be_ahead	CH-	AUX	-back,"""You go on ahead.""",,WORD_ALIGNED
a25,Te afi nibe.,tee	afi	na	-be,2PL.S	bathe	AUX	-IMMED.F,"""You take your baths.""",,WORD_ALIGNED
a26,"Yiwaha yiwaha tama, yimawa.",yiwaha	yiwaha	tama	yimawa,pot(F)	pot(F)	hold_onto.LIST	knife(F),He got a pot and a knife.,,WORD_ALIGNED
a27,"Faya hinaka noti me towaka me hinaka noti, Te ai te towakatima ahi.",faya	hinaka	noti	me	to-	ka-	ka	me	hinaka	noti	tee	ahi	tee	to-	ka-	ka	-tima	ahi,so	3SG.POSS	grandson(M)	3PL.S	away-	COMIT-	go.F	3PL.S	3SG.POSS	grandson(M)	2PL	there	2PL.S	away-	COMIT-	go	-upstream	there,"His grandsons went. ""The two of you go upstream.""",,WORD_ALIGNED
a28,Te towakatima te kakisawama te kakisama ahi.,tee	to-	ka-	ka	-tima	tee	ka-	ka	-risa	-waha	-ma	tee	ka-	ka	-risa	-ma	ahi,2PL.S	away-	COMIT-	go	-upstream.F	2PL.S	COMIT-	come	-down	-change	-back.F	2PL.S	COMIT-	come	-down	-back	here,"""Go upstream, then turn around and come back downstream here.""",,WORD_ALIGNED
a29,Owiba ahi.,o-	wi	-ba	ahi,1SG.S-	stand.NOM.F	-FUT	here,"""I will stand here.""",,WORD_ALIGNED
a30,"Hinaka wabise wa, faya, mate kakisamemetemoneke.",hinaka	wabise	waa	faya	matehe	ka-	ka	-risa	-ma	-hemete	-mone	-ke,3SG.POSS	spear(F)	stand.F	so	children(F)	COMIT-	come	-down	-back	-FP.N.F	-REP.F	-DECL.F,His spear was against a tree. They came back downstream.,,WORD_ALIGNED
a31,Abe te abe weye na te kakisama boti ya ahi fa boti ya.,abe	tee	abe	weye	na	tee	ka-	ka	-risa	-ma	boti	ya	ahi	faha	boti	ya,RECIP	2PL.POSS	RECIP	carry	AUX.F	2PL.S	COMIT-	come	-down	-back	way_down(F)	ADJU	there	water(F)	inside	ADJU,"""One of you carry the other and come downstream in the water.""",,WORD_ALIGNED
a32,"Faya fa boti ya me kakisama me, me kakisama me, me hiwakitamisemetemoneke ahi wabise ya.",faya	faha	boti	ya	me	ka-	ka	-risa	-ma	me	me	ka-	ka	-risa	-ma	me	me	hi-	ka-	ita	-misa	-hemete	-mone	-ke	ahi	wabise	ya,so	water(F)	inside	ADJU	3PL.S	COMIT-	come	-down	-back.F	3PL.S	3PL.S	COMIT-	come	-down	-back.F	3PL.S	3PL.S	OC-	COMIT-	pierce	-up	-FP.N.F	-REP.F	-DECL.F	then	spear(F)	ADJU,"They came downstream in the water. They came downstream, and he speared both of them with the spear.",,WORD_ALIGNED
a33,"Faya me kawi ya me ahaba, me abemetemoneke fahi.",faya	me	ka-	wi	ya	me	ahaba	me	ahaba	-hemete	-mone	-ke	fahi,so	3PL.S	COMIT-	stand.NOM.F	ADJU	3PL.S	die.LIST	3PL.S	die	-FP.N.F	-REP.F	-DECL.F	then,They died where they were. They died.,,WORD_ALIGNED
a34,"Me aba me, anoti anoti nafihi, yora nariwe kana ni tokome kana ni tokomakematamonaka ahi me ka abi me ni ya.",me	ahaba	me	anoti	anoti	nafi	yora	na	-riwee	kana	ni	to-	ka	-me	kana	ni	to-	ka	-maki	-himata	-mona	-ka	ahi	me	ka	abi	me	ni	ya,3PL.S	die.F	3PL.S	3SG.POSS_older_brother(M)	3SG.POSS_older_brother(M)	be_big.M	jump	AUX	-across.M	run	AUX.NFIN	away-	go	-back.M	run	AUX.NFIN	away-	go	-following	-FP.N.M	-REP.M	-DECL.M	there	3PL	POSS	father(M)	3PL	to	ADJU,"They died. His older brother, who was big, jumped and went running away. He went running to their parents.",,WORD_ALIGNED
a35,"Faya mera bobi ne, mera bobi nematamonaka.",faya	mera	bobi	ne	mera	bobi	na	-himata	-mona	-ka,so	3PL.O	slit	AUX.M	3PL.O	slit	AUX	-FP.N.M	-REP.M	-DECL.M,Then he cut them up.,,WORD_ALIGNED
a36,"Mera bobi ne, me te hina yiwaha ya.",mera	bobi	ne	me	tee	hi-	na	yiwaha	ya,3PL.O	slit	AUX.M	3PL.O	put_inside	OC-	AUX.F	pot(F)	ADJU,"He cut them in pieces, and put them in the pot.",,WORD_ALIGNED
a37,"Yiwa ya me te hina me, tiwa hikana me hiwakama me hikaware, owa, owa mete hikanawa, mati kabonaha.",yiwa	ya	me	tee	hi-	na	me	tiwa	hi-	ka-	na	me	hi-	ka-	ka	-ma	me	hi-	ka-	waa	-re	owa	owa	mete	hi-	ka-	na-	waa	mati	ka	-bona	-ha,pot(F)	ADJU	3PL.O	put_inside	OC-	AUX.F	3PL.O	carry	OC-	COMIT-	AUX.F	3PL.O	OC-	COMIT-	come	-back.F	3PL.O	OC-	COMIT-	cook	-raised_surface	one.M	one.M	rear.M	OC-	COMIT-	CAUS-	stand.LIST	3SG.POSS.mother(F)	POSS	-INT.M	-DUP,"He put them in the pot, and carried them. He brought them, and cooked them. He roasted a leg of one of them stuck on a stick by the fire, for his mother.",Siko should have said for his daughter.,WORD_ALIGNED
a38,Mete hikanawematamonaka.,mete	hi-	ka-	na-	waa	-himata	-mona	-ka,rear.M	OC-	COMIT-	CAUS-	stand	-FP.N.M	-REP.M	-DECL.M,He roasted his leg on a stick by the fire.,,WORD_ALIGNED
a39,"Mete hikanawe, faya iti bote, iyawa sire iyawa sirematamonaka.",mete	hi-	ka-	na-	wee	faya	iti	bote	iyawa	sire	iyawa	sira	-himata	-mona	-ka,rear.M	OC-	COMIT-	CAUS-	stand.M	so	grandfather(M)	old	grated_mash(F)	toast.M	grated_mash(F)	toast	-FP.N.M	-REP.M	-DECL.M,He roasted his leg on a stick by the fire. The old man toasted manioc mash.,,WORD_ALIGNED
a40,Iyawa sire tafehimatamonaka ahi.,iyawa	sire	tafa	-himata	-mona	-ka	ahi,grated_mash(F)	toast.M	eat	-FP.N.M	-REP.M	-DECL.M	then,"He toasted manioc mash, and ate.",,WORD_ALIGNED
a41,"Tafe hinaka noti me kabe, hinaka noti me kabematamonaka, nabati kawinawebana ahi, me tasi namibeni ya.",tafe	hinaka	noti	me	kabe	hinaka	noti	me	kaba	-himata	-mona	-ka	nabati	ka-	wina	-waha	-hibana	ahi	me	tasi	na	-ma	-be	-ni	ya,eat.M	3SG.POSS	grandson(M)	3PL.O	eat.M	3SG.POSS	grandson(M)	3PL.O	eat	-FP.N.M	-REP.M	-DECL.M	stomach	COMIT-	lie_in_hammock	-change	-FUT.M	then	3PL.S	emerge	AUX	-back	-FUT.F	-IP.N.F	ADJU,"He ate. He ate his grandsons. He ate his grandsons, and then lay in his hammock with a full stomach. Then they appeared.",,WORD_ALIGNED
a42,"Ahi mati ka, bite ka banibona yoto kana.",ahi	mati	ka	bite	ka	bani	-bona	yoto	ka-	na,then	3SG.POSS.mother(F)	POSS	3SG.POSS.daughter(F)	POSS	animal(M)	-INT.M	cover	COMIT-	AUX.LIST,He covered the meat for his daughter.,,WORD_ALIGNED
a43,"Bani yoto kane ya me, tasi namemetemoneke.",bani	yoto	ka-	ne	ya	me	tasi	na	-ma	-hemete	-mone	-ke,animal(M)	cover	COMIT-	AUX.NOM.M	ADJU	3PL.S	emerge	AUX	-back	-FP.N.F	-REP.F	-DECL.F,"When he covered the meat, they appeared.",,WORD_ALIGNED
a44,"Faya, faya tokomake kobo tonamakebisematamona.",faya	faya	to-	ka	-make	kobo	to-	na	-make	-bisa	-himata	-mona,so	so	away-	go	-following	arrive	away-	AUX	-following	-also	-FP.N.M	-REP.M,He had gone and had arrived at the other village.,,WORD_ALIGNED
a45,Yetenematamonaka.,yetene	-mata	-mona	-ka,teenage_boy	-FP.N.M	-REP.M	-DECL.M,He was a teenager.,,WORD_ALIGNED
a46,Nafihimatamonaka.,nafi	-himata	-mona	-ka,be_big	-FP.N.M	-REP.M	-DECL.M,He was big.,,WORD_ALIGNED
a47,"Nafi tokomake bati me ni ya tokomake kobo tonamake, kobo tonamakematamonaka.",nafi	to-	ka	-make	bati	me	ni	ya	to-	ka	-make	kobo	to-	na	-make	kobo	to-	na	-make	-himata	-mona	-ka,be_big.M	away-	go	-following	3SG.POSS.father(M)	3PL	to	ADJU	away-	go	-following	arrive	away-	AUX	-following	arrive	away-	AUX	-following	-FP.N.M	-REP.M	-DECL.M,"He was big. He went. He went to his parents, and arrived.",,WORD_ALIGNED
a48,Faya hiyara kaminematamonaka.,faya	hiyara	kamina	-himata	-mona	-ka,so	story(F)	tell	-FP.N.M	-REP.M	-DECL.M,He told the news.,,WORD_ALIGNED
a49,"Oko, okatao mera?",o-	ka	okatao	me	-ra,1SG.POSS-	POSS	my_son(M)	3PL	-NPQ,"""What about my sons?""",,WORD_ALIGNED
a50,Okatao mera; tina fahi.,okatao	me	-ra	ti-	na	fahi,my_son(M)	3PL	-NPQ	2SG.S-	say	then,"""Don't say, 'What about my sons?'""",,WORD_ALIGNED
a51,"Okatao tikatao me, okiti, okiti hiwakitarake.",okatao	tikatao	me	okiti	okiti	hi-	ka-	ita	-hara	-ke,my_son(M)	2SG.POSS.son	3PL.O	my_grandfather(M)	my_grandfather(M)	OC-	COMIT-	pierce	-IP.E.F	-DECL.F,"""My grandfather speared your two sons.""",,WORD_ALIGNED
a52,Me ihi okiti ene bete owa okomakine oke.,me	ihi	okiti	ehene	bete	o-	-waha	o-	ka	-maki	-ne	o-	ke,3PL.POSS	because_of.F	my_grandfather(M)	because_of.M	run	1SG.S-	-change.F	1SG.S-	come	-following	-CONT.F	1SG.S-	DECL.F,"""I ran away because of my grandfather, and came here.""",,WORD_ALIGNED
a53,"Okatao me, tafebone onakama me amani.",okatao	me	tafe	-bone	o-	na-	ka	-ma	me	ama	-ni,my_son(M)	3PL.POSS	food.F	-INT.F	1SG.S-	CAUS-	come	-back.F	3PL.POSS	SEC	-BKG.F,"""I came here to get food for my sons.""",,WORD_ALIGNED
a54,Faya bite ohi nemetemoneke fahi.,faya	bite	ohi	na	-hemete	-mone	-ke	fahi,so	3SG.POSS.daughter(F)	cry	AUX	-FP.N.F	-REP.F	-DECL.F	then,Then his daughter cried.,,WORD_ALIGNED
a55,"Ohi na, ohi ni kama ohi ni fawa niha, kama tasi namemetemoneke.",ohi	na	ohi	ni	ka	-ma	ohi	ni	fawa	niha	ka	-ma	tasi	na	-ma	-hemete	-mone	-ke,cry	AUX.F	cry	AUX.NFIN	come	-back.F	cry	AUX.NFIN	disappear	CAUS.F	come	-back.F	emerge	AUX	-back	-FP.N.F	-REP.F	-DECL.F,"She cried. She came crying. She stopped crying. She came, and appeared.",,WORD_ALIGNED
a56,"Faya tasi nama, faya ohi nama, Okatao mera okatao mera abi okatao me, tikabani ama tini.",faya	tasi	na	-ma	faya	ohi	na	-ma	okatao	mera	okatao	mera	abi	okatao	me	ti-	kaba	-hani	ama	ti-	ni,so	emerge	AUX	-back.F	so	cry	AUX	-back.F	my_son(M)	3PL.O	my_son(M)	3PL.O	father(M)	my_son(M)	3PL.O	2SG.S-	eat	-IP.N.F	SEC	2SG.S-	BKG.F,"She appeared. She came back crying. ""Father, you ate my sons.""",,WORD_ALIGNED
a57,Okatao me tikabani ama tini.,okatao	me	ti-	kaba	-hani	ama	ti-	ni,my_son(M)	3PL.O	2SG.S-	eat	-IP.N.F	SEC	2SG.S-	BKG.F,"""You ate my sons.""",,WORD_ALIGNED
a58,"Okatao me tafebone onakama okatao me tikabine tiwenihi ohi ni ati na, Ohi rima tinahi.",okatao	me	tafe	-bone	o-	na-	ka	-ma	okatao	me	ti-	kaba	-ne	ti-	-ni	-hi	ohi	ni	ati	na	ohi	rima	ti-	na	-hi,my_son(M)	3PL.POSS	food.F	-INT.F	1SG.S-	CAUS-	go	-back.F	my_son(M)	3PL.O	2SG.S-	eat	-CONT.F	2SG.S-	-IP.N.F	-DUP	cry	AUX.NFIN	say	AUX.F	cry	NEG.IMP.F	2SG.S-	AUX	-IMP.F,"""I went to get food for my sons, and you ate my sons,"" she said, crying. ""Don't cry.""",,WORD_ALIGNED
a59,Tiwa tiyokoriyahi.,tiwa	ti-	yoko	-ra	-yahi,2SG.O	2SG.S-	bring_misfortune_on	-NEG	-DIST.IMP.F,"""Don't make trouble for yourself.""",,WORD_ALIGNED
a60,Tikabona kawita hari.,ti-	ka	-bona	ka-	ita	haari,2SG.S-	POSS	-INT.M	COMIT-	sit.CONT.M	that_one.M,"""Yours is there in the pot.""",,WORD_ALIGNED
a61,Tika tikabamaho tiwati watari.,ti-	ka	ti-	kaba	-ma	-ho	ti-	ati	wata	-ri,2SG.POSS-	POSS	2SG.S-	eat	-back	-IMP.M	2SG.POSS-	voice	exist	-NEG.NFIN,"""Eat yours after coming back, without saying anything.""",,WORD_ALIGNED
a62,Ohi rima tinahi.,ohi	rima	ti-	na	-hi,cry	NEG.IMP.F	2SG.S-	AUX	-IMP.F,"""Don't cry.""",,WORD_ALIGNED
a63,Tikabaho.,ti-	kaba	-ho,2SG.S-	eat	-IMP.M,"""Eat it.""",,WORD_ALIGNED
a64,Okobareka.,o-	kaba	-hare	-ka,1SG.S-	eat	-IP.E.M	-DECL.M,"""I ate it.""",,WORD_ALIGNED
a65,Me tikabahi.,me	ti-	kaba	-hi,3PL.O	2SG.S-	eat	-IMP.F,"""Eat them.""",,WORD_ALIGNED
a66,"Tiwa tiyokoriyahi, ati nematamonaka.",tiwa	ti-	yoko	-ra	-yahi	ati	na	-himata	-mona	-ka,2SG.O	2SG.S-	bring_misfortune_on	-NEG	-DIST.IMP.F	say	AUX	-FP.N.M	-REP.M	-DECL.M,"""Don't cause trouble for yourself.""",,WORD_ALIGNED
a67,"Yama, matehe kokori, bati, bati ati watarematamonane.",yama	matehe	kokori	bati	bati	ati	wata	-ra	-himata	-mona	-ne,thing(F)	children(F)	3SG.POSS.father-in-law(M)	3SG.POSS.father(M)	3SG.POSS.father(M)	voice	exist	-NEG	-FP.N.M	-REP.M	-BKG.M,The father of the children didn't say anything.,,WORD_ALIGNED
a68,Bati ati watare fati ta ohi nemetemoneke.,bati	ati	wata	-re	fati	taa	ohi	na	-hemete	-mone	-ke,3SG.POSS.father(M)	voice	exist	-NEG.M	3SG.POSS.wife(F)	contrast	cry	AUX	-FP.N.F	-REP.F	-DECL.F,"Their father didn't say anything, but his wife cried.",,WORD_ALIGNED
a69,"Me ka abi ati watare, kokori kamematamonaka bani me weye nari ahi.",me	ka	abi	ati	wata	-re	kokori	ka	-ma	-himata	-mona	-ka	bani	me	weye	na	-haari	ahi,3PL	POSS	father(M)	voice	exist	-NEG.M	3SG.POSS.father-in-law(M)	come	-back	-FP.N.M	-REP.M	-DECL.M	animal(M)	3PL.O	carry	AUX	-IP.E.M	then,"Their father didn't say anything. His father-in-law came back, carrying animals.","Siko should have said his brother-in-law came back, also in the next sentence.",WORD_ALIGNED
a70,"Kokori kame, bani me koro nise, Hoo.",kokori	ka	-me	bani	me	koro	na	-rise	hoo,3SG.POSS.father-in-law(M)	come	-back.M	animal(M)	3PL.O	throw	AUX	-down.M	whew,"His father-in-law came back, and threw down the animals. ""Whew.""",,WORD_ALIGNED
a71,"Hinakati ohi ni, ha hinakasima hinakasima ohi ni wasime, hinakasima ohi ni wasimematamonaka.",hinakati	ohi	ni	haa	hinakasima	hinakasima	ohi	ni	wasi	-me	hinakasima	ohi	ni	wasi	-ma	-himata	-mona	-ka,3POSS.SG.older_sister(F)	cry	AUX.NFIN	oh	3SG.POSS.younger_sister(F)	3SG.POSS.younger_sister(F)	cry	AUX.NFIN	find	-back.M	3SG.POSS.younger_sister(F)	cry	AUX.NFIN	find	-back	-FP.N.M	-REP.M	-DECL.M,He came upon his younger sister as she was crying.,,WORD_ALIGNED
a72,Hima himata ebe tinani ohi tine tiri?,hima	himata	ebe	ti-	na	-hani	ohi	ti-	-ne	ti-	ri,let's_go	what?	purpose	2SG.S-	AUX	-IP.N.F	cry	2SG.S-	-CONT.F	2SG.S-	CQ.F,"""Why are you crying?""",,WORD_ALIGNED
a73,"Aa, one ta ati yana nemetemonehe.",aa	one	taa	ati	yana	na	-hemete	-mone	-he,(pause)	other.F	contrast	voice	start	AUX	-FP.N.F	-REP.F	-DUP,It was another woman who spoke.,,WORD_ALIGNED
a74,"Biti me, abi hikabani, ohi nineni.",biti	me	abi	hi-	kaba	-hani	ohi	na	-ne	-ni,3SG.POSS.son(M)	3PL.O	2SG.POSS.father(M)	OC-	eat	-IP.N.F	cry	AUX	-CONT.F	-BKG.F,"""She is crying because your father ate her sons.""",,WORD_ALIGNED
a75,Abi hinaka noti me kabeno wina fari.,abi	hinaka	noti	me	kaba	-hino	wina	faari,2SG.POSS.father(M)	3SG.POSS	grandson(M)	3PL.O	eat	-IP.N.M	lie_in_hammock.CONT.M	that_one.M,"""Your father ate his grandsons, and he is in the hammock there.""",,WORD_ALIGNED
a76,Hinaka hinaka wabise wabasemetemoneke yifo beri ya ahi.,hinaka	hinaka	wabise	waa	-basa	-hemete	-mone	-ke	yifo	beheri	ya	ahi,3SG.POSS	3SG.POSS	spear(F)	stand	-edge	-FP.N.F	-REP.F	-DECL.F	fire(F)	side	ADJU	then,His spear was leaning against something beside the fire.,,WORD_ALIGNED
a77,"Wabise wemetemoneke, mera mera noki nari.",wabise	waa	-hemete	-mone	-ke	mera	mera	noki	na	-haari,spear(F)	stand	-FP.N.F	-REP.F	-DECL.F	3PL.O	3PL.O	wait_for	AUX	-IP.E.M,The spear was leaning against something. He was waiting for them.,,WORD_ALIGNED
a78,"Faya, faya me ati mite yana nematamonaka.",faya	faya	me	ati	mite	yana	na	-himata	-mona	-ka,so	so	3PL.POSS	voice	hear.M	get_up	AUX	-FP.N.M	-REP.M	-DECL.M,"When he heard what they said, he got up.",,WORD_ALIGNED
a79,"Yana tone, bati wine ni ya toke, tokehimatamonane.",yana	to-	ne	bati	wine	ni	ya	to-	ke	to-	ka	-himata	-mona	-ne,start	CH-	AUX.M	3SG.POSS.father(M)	lie_in_hammock.M	to	ADJU	away-	go.M	away-	go	-FP.N.M	-REP.M	-BKG.M,He got ready. He went to his father as he was in his hammock.,,WORD_ALIGNED
a80,"Toke,  hikatomarematamonane.",to-	ke	hi-	katoma	-ra	-himata	-mona	-ne,away-	go.M	OC-	attack	-NEG	-FP.N.M	-REP.M	-BKG.M,He went. He wasn't violent with him.,,WORD_ALIGNED
a81,"Hikatomare, Abi himatabiyo oko bitimi me tikabarini?",hi-	katoma	-re	abi	himatabiyo	o-	ka	bitimi	me	ti-	kaba	-ri	-ni,OC-	attack	-NEG.M	father(M)	why	1SG.POSS-	POSS	nephew(M)	3PL.O	2SG.S-	eat	-CQ.F	-IP.N.F,"He wasn't violent with him. ""Father, why did you eat my nephews?""",,WORD_ALIGNED
a82,Oko bitimi me tikabamone me ati narake.,o-	ka	bitimi	me	ti-	kaba	-hamone	me	ati	na	-hara	-ke,1SG.POSS-	POSS	nephew(M)	3PL.O	2SG.S-	eat	-REP.F	3PL.S	say	AUX	-IP.E.F	-DECL.F,"""They said you ate my nephews.""",,WORD_ALIGNED
a83,"Oko bitimi owa, bani me owakamara owa awine oni?",o-	ka	bitimi	bani	me	o-	ka-	ka	-ma	-ra	owa	awine	o-	ni,1SG.POSS-	POSS	nephew(M)	animal(M)	3PL.O	1SG.S-	COMIT-	come	-back	-NEG.M	1SG.S	seem.F	1SG.S-	BKG.F,"""Didn't I bring animals?""",,WORD_ALIGNED
a84,Wabise itibona hinaka wabise wara hinemetemoneke.,wabise	iti	-hibona	hinaka	wabise	wara	hi-	na	-hemete	-mone	-ke,spear(F)	pick_up	-INT.M	3SG.POSS	spear(F)	grab	OC-	AUX	-FP.N.F	-REP.F	-DECL.F,"He was going to pick up the spear, but he grabbed his spear from him.",,WORD_ALIGNED
a85,"Hinaka wabise wara hina hinaka wabise wari hikawe, hikatomarematamonane.",hinaka	wabise	wara	hi-	na	hinaka	wabise	wari	hi-	ka-	-wee	hi-	katoma	-ra	-himata	-mona	-ne,3SG.POSS	spear(F)	grab	OC-	AUX.F	3SG.POSS	spear(F)	turn	OC-	COMIT-	-change.M	OC-	attack	-NEG	-FP.N.M	-REP.M	-BKG.M,"He grabbed his spear from him. He twisted his spear away from him, but he didn't hit him.",,WORD_ALIGNED
a86,"Hikatomare, hinaka wabise tai hinisemetemoneke ahi.",hi-	katoma	-re	hinaka	wabise	tai	hi-	na	-risa	-hemete	-mone	-ke	ahi,OC-	attack	-NEG.M	3SG.POSS	spear(F)	step_on	OC-	AUX	-down	-FP.N.F	-REP.F	-DECL.F	then,He didn't hit him. He stomped on his spear.,,WORD_ALIGNED
