ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,LGR
a11,Were hine Imake haro.,were	hi-	ne	ima	-ke	haaro,stir	OC-	AUX.M	be_fat	-DECL.F	that_one.F,"He stirred it. ""It's thick.""",,WORD_ALIGNED
a12,"Faya ama, ati nematamonaka.",faya	ama	ati	na	-himata	-mona	-ka,enough	be	say	AUX	-FP.N.M	-REP.M	-DECL.M,"""Ok, that's good,"" he said.",,WORD_ALIGNED
a13,"Faya sare soki kasa, wati soki kasa, kekerewe re faya hine bao na ita tokemetemoneke.",faya	sarehe	soki	ka-	-kosa	wati	soki	ka-	-kosa	ke-	kerewe	re	faya	hine	bao	na	ita	to-	ka	-hemete	-mone	-ke,so	blowgun_dart(F)	tie_up	COMIT-	-middle.LIST	arrow(M)	tie_up	COMIT-	-middle.LIST	DUP-	be_slow	NEG.M	so	3.REFL	hurry	AUX.F	stay.F	away-	go	-FP.N.F	-REP.F	-DECL.F,"He tied the blowgun darts together, and tied the arrow points together. He didn't take long, but she was in a hurry, so she went out.",,WORD_ALIGNED
a14,"Toka aba me, Ofimiha owa yana kanakabote re.",to-	ka	aba	me	o-	fimiha	owa	yana	ka-	na	-kabote	re,away-	go.F	fish(M)	3PL	1SG.S-	be_hungry.F	1SG.O	start	COMIT-	AUX	-quickly	NEG.M,"She went out. ""I'm hungry and he isn't leaving.""",,WORD_ALIGNED
a15,Maki fimihimatamonaka.,maki	fimi	-himata	-mona	-ka,3SG.POSS.husband(M)	be_hungry	-FP.N.M	-REP.M	-DECL.M,Her husband was hungry.,,WORD_ALIGNED
a16,"Maki fimi ne, yama kakaba me kihara me, faya me fimihemetemoneke.",maki	fimi	ne	yama	ka-	kaba	me	kiha	-ra	me	faya	me	fimi	-hemete	-mone	-ke,3SG.POSS.husband(M)	be_hungry.LIST	AUX.M	thing(F)	DUP-	eat	3PL.S	have	-NEG.F	3PL.S	so	3PL.S	be_hungry	-FP.N.F	-REP.F	-DECL.F,"Her husband was hungry. They didn't have anything to eat, and they were hungry.",,WORD_ALIGNED
a17,"Me fimiha me, fimi ya ia to kane, wati ino howe kane wati ino howe kane wati ino howe kane ya wati ino howe kane faya wati ino tokanayowa, wati ino kakibare, sare, sare ini kakibare, kamematamonaka.",me	fimiha	me	fimi	ya	iha	too	ka-	ne	wati	ino	howe	ka-	ne	wati	ino	howe	ka-	ne	wati	ino	howe	ka-	ne	ya	wati	ino	howe	ka-	ne	faya	wati	ino	to-	ka-	na-	yowa	wati	ino	ka-	iba	-re	sarehe	sarehe	ini	ka-	iba	-re	ka	-ma	-himata	-mona	-ka,3PL.S	be_hungry.F	3PL.S	hunger(F)	ADJU	plant.sp(M)	pulverize	COMIT-	AUX.M	arrow(M)	point.M	wipe	COMIT-	AUX.M	arrow(M)	point.M	wipe	COMIT-	AUX.M	arrow(M)	point.M	wipe	COMIT-	AUX.NOM.M	ADJU	arrow(M)	point.M	wipe	COMIT-	AUX.M	so	arrow(M)	point.M	CH-	COMIT-	CAUS-	burn.LIST	arrow(M)	point.M	COMIT-	set_down	-raised_surface	blowgun_dart(F)	blowgun_dart(F)	point.F	COMIT-	set_down	-raised_surface	come	-back	-FP.N.M	-REP.M	-DECL.M,"They were hungry. He pulverized the poison, hungry. He spread the poison on the arrow points. He dried the arrow points by the fire. He set the arrow points next to the fire, and he set the dart points next to the fire, too. He came back.",,WORD_ALIGNED
a18,"Kame, Owa noki nebona onehira?",ka	-me	owa	noki	na	-hibona	o-	nehi	-ra,come	-back.M	1SG.O	wait_for	AUX	-INT.M	1SG.S-	say.M	-NPQ,"He came back. ""Where is she, I told her to wait for me?""",,WORD_ALIGNED
a19,Toka nanoho.,to-	ka	na	-no	-ho,away-	go.CONT.M	AUX.NOM.M	-IP.N.M	-DUP,"""She went off.""",,WORD_ALIGNED
a20,Owa noki nebona owa kakosa nanoho.,owa	noki	na	-hibona	owa	ka-	kana	-kosa	na	-no	-ho,1SG.O	wait_for	AUX	-INT.M	1SG.O	COMIT-	leave	-middle.CONT.M	AUX.NOM.M	-IP.N.M	-DUP,"""I wanted her to wait for me, but she left me behind.""",,WORD_ALIGNED
a21,Haa ofimi oke.,haa	o-	fimi	o-	ke,(expression_of_exhaustion)	1SG.S-	be_hungry	1SG.S-	DECL.F,"""Whew, I'm hungry.""",,WORD_ALIGNED
a22,Yawaha yawa towakemetemoneke.,yawaha	yawa	to-	ka-	ka	-hemete	-mone	-ke,be_upset.F	anger(F)	away-	COMIT-	go	-FP.N.F	-REP.F	-DECL.F,She was upset. She was going upset.,,WORD_ALIGNED
a23,"Faya yawa towaka, naba toaro, nabati weye naro.",faya	yawa	to-	ka-	ka	naba	to-	ha	-haaro	nabati	weye	na	-haaro,so	anger(F)	away-	COMIT-	go.F	pregnant	CH-	be	-IP.E.F	stomach	carry	AUX	-IP.E.F,She was going upset. She was pregnant.,,WORD_ALIGNED
a24,Nabati weye nemetemoneke.,nabati	weye	na	-hemete	-mone	-ke,stomach	carry	AUX	-FP.N.F	-REP.F	-DECL.F,She was pregnant.,,WORD_ALIGNED
a25,"Nabati weye na, toka kona baro towitiha kona, kona sa na, kona sa nemetemone.",nabati	weye	na	to-	ka	kona	baro	to-	-witiha	kona	kona	saa	na	kona	saa	na	-hemete	-mone,stomach	carry	AUX.F	away-	go.F	plant.sp(M)	beat	away-	-out.F	plant.sp(M)	plant.sp(M)	release	AUX.F	plant.sp(M)	release	AUX	-FP.N.F	-REP.F,She was pregnant. She went out and beat kona roots. She put the kona poison in the stream.,,WORD_ALIGNED
a26,"Kona sa na aba me, aba me yaba, aba me yabemetemoneke.",kona	saa	na	aba	me	aba	me	yaba	aba	me	yaba	-hemete	-mone	-ke,plant.sp(M)	release	AUX.F	fish(M)	3PL	fish(M)	3PL.O	take_out.F	fish(M)	3PL.O	take_out	-FP.N.F	-REP.F	-DECL.F,She put the poison in the stream. She picked up the fish.,,WORD_ALIGNED
a27,"Kamaki, Hoo ofimiha owa tiwa.",ka	-maki	hoo	o-	fimiha	owa	ti-	awa,come	-following.M	whew	1SG.S-	be_hungry.F	1SG.O	2SG.S-	see,"He came. ""Hoo, I'm really hungry.""",,WORD_ALIGNED
a28,Himata okobaba?,himata	o-	kaba	-haba,what?	1SG.S-	eat	-FUT.F,"""What should I eat?""",,WORD_ALIGNED
a29,Hiba iyawa soke foyakeni haro.,hiba	iyawa	soke	foya	-ke	-ni	haaro,wait	grated_mash(F)	residue.F	be_inside	-DECL.F	-IP.N.F	that_one.F,"""Wait, there is some tapioca in the pot there.""",,WORD_ALIGNED
a30,"Iyawa soke isi ni okobabanake, fati hikakobanoho.",iyawa	soke	isi_ni	o-	kaba	-habana	-ke	fati	hi-	kaako	-hiba	-no	-ho,grated_mash(F)	residue.F	little_bit	1SG.S-	eat	-FUT.F	-DECL.F	3SG.POSS.wife(F)	OC-	be_angry_with	-FUT.M	-IP.N.M	-DUP,"""I'm going to eat a little of the tapioca."" His wife was angry with him later.",,WORD_ALIGNED
a31,Fati hikakoba iyawa itibase iyawa wiko kane iyawa wiko kanehimatamona.,fati	hi-	kaako	-hiba	iyawa	iti	-base	iyawa	wiko	ka-	ne	iyawa	wiko	ka-	na	-himata	-mona,3SG.POSS.wife(F)	OC-	be_angry_with	-FUT.M	grated_mash(F)	take_out	-edge.M	grated_mash(F)	rub	COMIT-	AUX.M	grated_mash(F)	rub	COMIT-	AUX	-FP.N.M	-REP.M,His wife would be angry with him. He took half of the tapioca. He rubbed the tapioca between his hands.,,WORD_ALIGNED
a32,Iyawa wiko kane iyawa sire iyawa kabe iyawa kabematamonaka fahi.,iyawa	wiko	ka-	ne	iyawa	sire	iyawa	kabe	iyawa	kaba	-himata	-mona	-ka	fahi,grated_mash(F)	rub	COMIT-	AUX.M	grated_mash(F)	toast.M	grated_mash(F)	eat.M	grated_mash(F)	eat	-FP.N.M	-REP.M	-DECL.M	then,He rubbed the tapioca between his hands. He toasted the tapioca.,,WORD_ALIGNED
a33,"Iyawa kabe, iyawa kabi hawa toe, Totowamake omatibe.",iyawa	kabe	iyawa	kabi	hawa	to-	he	to-	to-	awa	-make	o-	-mata	-be,grated_mash(F)	eat.M	grated_mash(F)	eat.NFIN	be_finished	CH-	AUX.M	DUP-	away-	see	-following	1SG.S-	-short_time	-IMMED.F,"He ate the tapioca. He finished eating the tapioca. ""I'm going after her.""",,WORD_ALIGNED
a34,Kamine nimetemone?,ka	-ma	-ne	ni	-mete	-mone,come	-back	-CONT.F	AUX.NOM.F	-FP.N.F	-REP.F,Did she come back?,,WORD_ALIGNED
a35,Faya kamemetemone fahi.,faya	ka	-ma	-hemete	-mone	fahi,so	come	-back	-FP.N.F	-REP.F	then,Then she came back.,,WORD_ALIGNED
a36,"Kama, aba me, aba me tama kana waso tama kana hamise tama kana, aba me tafowebone, faya kama, aba me aba me tafa aba me yokemetemoneke.",ka	-ma	aba	me	aba	me	tama	ka-	na	waso	tama	ka-	na	hamise	tama	ka-	na	aba	me	tafowe	-bone	faya	ka	-ma	aba	me	aba	me	tafa	aba	me	yoka	-hemete	-mone	-ke,come	-back.F	fish(M)	3PL	fish(M)	3PL.O	hold_onto	COMIT-	AUX.F	leaf(F)	hold_onto	COMIT-	AUX.F	epiphyte.sp(F)	hold_onto	COMIT-	AUX.F	fish(M)	3PL.POSS	wrapped	-INT.F	so	come	-back.F	fish(M)	3PL	fish(M)	3PL.O	wrap.F	fish(M)	3PL.O	roast_on_coals	-FP.N.F	-REP.F	-DECL.F,"She came back. She had fish in her hands, also leaves and hamise aerial roots, for wrapping the fish. She came, and wrapped the fish, and roasted the fish.",,WORD_ALIGNED
a37,"Aba me yokaha aba me, iyawa iyawa aawa nabone Iyawa ibe oko oka yibote iyawa ibe hikaba ama, hikabani amani, ati rabanihi.",aba	me	yokaha	aba	me	iyawa	iyawa	a-	awa	na	-habone	iyawa	ibe	o-	ka	o-	ka	yibote	iyawa	ibe	hi-	kaba	ama	hi-	kaba	-hani	ama	-ni	ati	ra	-haba	-ni	-hi,fish(M)	3PL.O	roast_on_coals.F	fish(M)	3PL	grated_mash(F)	grated_mash(F)	DUP-	see	AUX	-INT.F	grated_mash(F)	piece	1SG.POSS-	POSS	1SG.POSS-	POSS	husband(M)	grated_mash(F)	piece	OC-	eat.F	SEC	OC-	eat	-IP.N.F	SEC	-BKG.F	say	NEG	-FUT.F	-IP.N.F	-DUP,"She roasted the fish. She took a look at the tapioca. ""My husband has eaten half of the tapioca,"" she said, unhappy.",,WORD_ALIGNED
a38,"Oka iyawa, ibe tikabani?",o-	ka	iyawa	ibe	ti-	kaba	-hani,1SG.POSS-	POSS	grated_mash(F)	piece	2SG.S-	eat	-IP.N.F,"""Did you eat half of my tapioca?""",,WORD_ALIGNED
a39,"Owa nonoki tirani oko iyawa ibe tikabine tiwenihi, ati nemetemoneke.",owa	no-	noki	ti-	-ra	-hani	o-	ka	iyawa	ibe	ti-	kaba	-ne	ti-	-ni	-hi	ati	na	-hemete	-mone	-ke,1SG.O	DUP-	wait_for	2SG.S-	-NEG	-IP.N.F	1SG.POSS-	POSS	grated_mash(F)	piece	2SG.S-	eat	-CONT.F	2SG.S-	-IP.N.F	-DUP	say	AUX	-FP.N.F	-REP.F	-DECL.F,"""You didn't wait for me. You ate half of my tapioca,"" she said.",,WORD_ALIGNED
a40,"Yawa, yawa ya ati saihemetemoneni.",yawa	yawa	ya	ati	sai	-hemete	-mone	-ni,be_upset.F	anger(F)	ADJU	voice	be_heard	-FP.N.F	-REP.F	-BKG.F,She was angry. She was speaking angrily.,,WORD_ALIGNED
a41,"Te ka yibote me tafe te kabi nofara te amani, iyawa ihi yawabanihi.",tee	ka	yibote	me	tafe	tee	kaba	nofa	-ra	tee	ama	-ni	iyawa	ihi	yawa	-haba	-ni	-hi,2PL	POSS	wife(F)	3PL.POSS	food.F	2PL.S	eat	recently	-NEG.F	2PL.S	SEC	-BKG.F	grated_mash(F)	because_of.F	be_upset	-FUT.F	-IP.N.F	-DUP,"""Why don't you find other wives to give you food?"" She was upset because of the tapioca.",,WORD_ALIGNED
a42,"Yaweba, Iyawa isi ni okobarake.",yawa	-hiba	iyawa	isi_ni	o-	kaba	-hara	-ke,be_upset	-FUT.M	grated_mash(F)	little_bit	1SG.S-	eat	-IP.E.F	-DECL.F,"He was going to be upset. ""I ate a little of the tapioca.""",,WORD_ALIGNED
a43,"Iyawa, tikababa awineke.",iyawa	ti-	kaba	-haba	awine	-ke,grated_mash(F)	2SG.S-	eat	-FUT.F	seem.F	-DECL.F,"""You can still eat tapioca.""",,WORD_ALIGNED
a44,"Faya aba me yoka aba me yamama nia, aba me so tonihemetemoneke.",faya	aba	me	yoka	aba	me	yama	-ma	niha	aba	me	soo	to-	niha-	-hemete	-mone	-ke,so	fish(M)	3PL.O	roast_on_coals.F	fish(M)	3PL.O	remove_from_fire	-DUP	CAUS.F	fish(M)	3PL.O	lie	CH-	CAUS-	-FP.N.F	-REP.F	-DECL.F,She roasted the fish. She took the fish off the fire. She put the fish on the ground.,,WORD_ALIGNED
a45,"Aba me so toniha iyawa soke ibe, wiko kanaha, iyawa siremetemoneke.",aba	me	soo	to-	niha	iyawa	soke	ibe	wiko	ka-	naha	iyawa	sira	-hemete	-mone	-ke,fish(M)	3PL.O	lie	CH-	CAUS.F	grated_mash(F)	residue.F	piece	rub	COMIT-	AUX.F	grated_mash(F)	toast	-FP.N.F	-REP.F	-DECL.F,She put the fish on the ground. She rubbed the piece of tapioca between her hands. She toasted the tapioca.,,WORD_ALIGNED
a46,Iyawa sira iyawa siremetemoneke ahi.,iyawa	sira	iyawa	sira	-hemete	-mone	-ke	ahi,grated_mash(F)	toast.F	grated_mash(F)	toast	-FP.N.F	-REP.F	-DECL.F	then,She toasted the tapioca.,,WORD_ALIGNED
a47,Oko yibote fimihi awane.,o-	ka	yibote	fimihi	awa	-ne,1SG.POSS-	POSS	husband(M)	be_hungry.M	seem.M	-BKG.M,"She didn't say, ""My husband is hungry.""",,WORD_ALIGNED
a48,"Iyawa isi ni kaba nanoho, ati re ati rimakoni, ihi yawehemetemoneke.",iyawa	isi_ni	kaba	na	-no	-ho	ati	re	ati	ra	-makoni	ihi	yawa	-hemete	-mone	-ke,grated_mash(F)	little_bit	eat.CONT.M	AUX.NOM.M	-IP.N.M	-DUP	say	NEG.M	say	NEG	-for_this_reason.F	result_of.F	be_upset	-FP.N.F	-REP.F	-DECL.F,"""Let him eat a little of the tapioca."" Because she didn't say this, he became upset.",The verb ati re is a false start.,WORD_ALIGNED
a49,"Afa tiweheneni amani; ati na, Owehene amake ati nematamonaka.",afa	ti-	ehene	-ni	ama	-ni	ati	na	o-	ehene	ama	-ke	ati	na	-himata	-mona	-ka,this.F	2SG.POSS-	deed	-IP.N.F	be	-BKG.F	say	say.F	1SG.POSS-	deed	be	-DECL.F	say	AUX	-FP.N.M	-REP.M	-DECL.M,"She said, ""Did you do that?"" He said, ""I did that.""",,WORD_ALIGNED
a50,Owehene amake.,o-	ehene	ama	-ke,1SG.POSS-	deed	be	-DECL.F,"""I did that.""",,WORD_ALIGNED
a51,Iyawa isi ni ibe otibasa okobarake.,iyawa	isi_ni	ibe	o-	iti	-basa	o-	kaba	-hara	-ke,grated_mash(F)	little_bit	piece	1SG.S-	take_out	-edge.F	1SG.S-	eat	-IP.E.F	-DECL.F,"""I took a little piece of the tapioca and ate it.""",,WORD_ALIGNED
a52,Yawe yawa kawinematamonaka.,yawe	yawa	ka-	wina	-himata	-mona	-ka,be_upset.M	anger(F)	COMIT-	lie_in_hammock	-FP.N.M	-REP.M	-DECL.M,"He lay in his hammock, upset.",,WORD_ALIGNED
a53,"Yawa kawine, Te ka yibote me ka iyawa yokana te kakaba nofara te amani ati nari na rama ahi.",yawa	ka-	wine	tee	ka	yibote	me	ka	iyawa	yokana	tee	ka-	kaba	nofa	-ra	tee	ama	-ni	ati	na	-haari	na	rama	ahi,anger(F)	COMIT-	lie_in_hammock.M	2PL	POSS	wife(F)	3PL	POSS	grated_mash(F)	true	2PL.S	DUP-	eat	recently	-NEG.F	2PL.S	SEC	-BKG.F	say	AUX	-wrongly	AUX.F	unusual	then,"He lay in his hammock, upset. It's wrong to say, ""You should find other wives to give you food.""",,WORD_ALIGNED
a54,Hine ati tohara rama.,hine	ati	to-	ha	-ra	rama,only	voice	CH-	be	-NEG.F	unusual,Why did she say that?,,WORD_ALIGNED
a55,Faya yawa kawinematamona.,faya	yawa	ka-	wina	-himata	-mona,so	anger(F)	COMIT-	lie_in_hammock	-FP.N.M	-REP.M,"He lay in his hammock, upset.",,WORD_ALIGNED
a56,"Yawa kawine iyawa siri hawa toha, Tikamini.",yawa	ka-	wine	iyawa	siri	hawa	to-	ha	ti-	ka	-ma	-ni,anger(F)	COMIT-	lie_in_hammock.M	grated_mash(F)	toast.NFIN	be_finished	CH-	AUX.F	2SG.S-	come	-back	-BKG.F,"He lay in his hammock, upset. She finished toasting the tapioca. ""Come here.""",,WORD_ALIGNED
a57,E tafibeya.,ee	tafa	-be	-ya,1IN.S	eat	-IMMED.F	-now,"""Let's eat.""",,WORD_ALIGNED
a58,E tafibe.,ee	tafa	-be,1IN.S	eat	-IMMED.F,"""Let's eat.""",,WORD_ALIGNED
a59,Tikamahi.,ti-	ka	-ma	-hi,2SG.S-	come	-back	-IMP.F,"""Come here.""",,WORD_ALIGNED
a60,"Yawahi yawa kawine, yawa kawinematamonaka.",yawahi	yawa	ka-	wine	yawa	ka-	wina	-himata	-mona	-ka,be_upset.M	anger(F)	COMIT-	lie_in_hammock.M	anger(F)	COMIT-	lie_in_hammock	-FP.N.M	-REP.M	-DECL.M,"He was upset. He lay in his hammock, upset.",,WORD_ALIGNED
a61,Bai abematamona amaka hari.,bahi	ahaba	-himata	-mona	ama	-ka	haari,sun(M)	end	-FP.N.M	-REP.M	SEC	-DECL.M	that_one.M,The sun went down.,,WORD_ALIGNED
a62,"Yawa kawine, tafehemetemoneke.",yawa	ka-	wine	tafa	-hemete	-mone	-ke,anger(F)	COMIT-	lie_in_hammock.M	eat	-FP.N.F	-REP.F	-DECL.F,"He lay in his hammock, upset. She ate.",,WORD_ALIGNED
a63,"Tafaha hikatafebona hikatafebona kamaramako, aba me one hasi nimetemoneke.",tafaha	hi-	ka-	tafa	-hibona	hi-	ka-	tafa	-hibona	ka	-ma	-ra	-mako	aba	me	one	hasi	niha-	-hemete	-mone	-ke,eat.F	OC-	COMIT-	eat	-INT.M	OC-	COMIT-	eat	-INT.M	come	-back	-NEG	-for_this_reason.M	fish(M)	3PL.O	other.F	be_left	CAUS-	-FP.N.F	-REP.F	-DECL.F,"She ate. She wanted to eat with him, but he didn't come. She saved some of the fish.",,WORD_ALIGNED
a64,"Aba me hasi, hinaka iyawa bitebone hasi hiniha, yawematamona fahi.",aba	me	hasi	hinaka	iyawa	bite	-bone	hasi	hi-	niha	yawa	-himata	-mona	fahi,fish(M)	3PL.O	be_left	3SG.POSS	grated_mash(F)	small.F	-INT.F	be_left	OC-	CAUS.F	be_upset	-FP.N.M	-REP.M	then,"She saved some fish. She saved a little tapioca for him, too. He was upset.",,WORD_ALIGNED
a65,"Yawe, yawe yawa kawine fati ha kabote hine, Aba me tikababone kakama tira.",yawe	yawe	yawa	ka-	wine	fati	haa	kabote	hi-	ne	aba	me	ti-	kaba	-habone	ka-	ka	-ma	ti-	-ra,be_upset.M	be_upset.M	anger(F)	COMIT-	lie_in_hammock.M	3SG.POSS.wife(F)	call	quickly	OC-	AUX.M	fish(M)	3PL.O	2SG.S-	eat	-INT.F	DUP-	come	-DUP	2SG.S-	-NEG.F,"He was upset. He lay in his hammock, upset. His wife called him. ""You didn't come to eat fish.""'",,WORD_ALIGNED
a66,Otafara oke.,o-	tafa	-hara	o-	ke,1SG.S-	eat	-IP.E.F	1SG.S-	DECL.F,"""I already ate.""",,WORD_ALIGNED
a67,Oko yibote me tafe okobara oke.,o-	ka	yibote	me	tafe	o-	kaba	-hara	o-	ke,1SG.POSS-	POSS	wife(F)	3PL.POSS	food.F	1SG.S-	eat	-IP.E.F	1SG.S-	DECL.F,"""I ate my wives' food.""",,WORD_ALIGNED
a68,Oko yibote tafe okobarawara oni.,o-	ka	yibote	tafe	o-	kaba	-rawa	-hara	o-	ni,1SG.POSS-	POSS	wife(F)	food.F	1SG.S-	eat	-FPL	-IP.E.F	1SG.S-	BKG.F,"""I ate my wives' food.""",,WORD_ALIGNED
a69,"Titafabisahi, ati nematamonaka.",ti-	tafa	-bisa	-hi	ati	na	-himata	-mona	-ka,2SG.S-	eat	-also	-IMP.F	say	AUX	-FP.N.M	-REP.M	-DECL.M,"""You go ahead and eat,"" he said.'",,WORD_ALIGNED
a70,Oko yibote me tafe okobara oni.,o-	ka	yibote	me	tafe	o-	kaba	-hara	o-	ni,1SG.POSS-	POSS	wife(F)	3PL.POSS	food.F	1SG.S-	eat	-IP.E.F	1SG.S-	BKG.F,"""I ate my wives' food.""",,WORD_ALIGNED
a71,Titafabisahi.,ti-	tafa	-bisa	-hi,2SG.S-	eat	-also	-IMP.F,"""You eat.""",,WORD_ALIGNED
a72,"Faya yawe yawa kawiname sina hisi nebona bati bati ha ne, Abi, abi oko sinabana.",faya	yawe	yawa	ka-	wina	-me	sina	hisi	na	-hibona	bati	bati	haa	ne	abi	abi	o-	ka	sina	-bana,so	be_upset.M	anger(F)	COMIT-	lie_in_hammock	-back.M	snuff(F)	sniff	AUX	-INT.M	3SG.POSS.father(M)	3SG.POSS.father(M)	call	AUX.M	father(M)	father(M)	1SG.POSS-	POSS	snuff(F)	-FUT,"He was upset. He lay in his hammock again, upset. He wanted to take snuff and he called his father. ""Father, I want snuff.""",,WORD_ALIGNED
a73,Sina hisi obeya.,sina	hisi	o-	-be	-ya,snuff(F)	sniff	1SG.S-	-IMMED.F	-now,"""I want to take snuff.""",,WORD_ALIGNED
a74,Tafebona sina ini hiri nane.,tafa	-hibona	sina	ini	hiri	na	-ne,eat	-INT.M	snuff(F)	name.F	say	AUX.CONT.M	-BKG.M,"""He hasn't eaten, and he is asking for snuff.""",,WORD_ALIGNED
a75,"Faya sina hisi ne, sina hisi nematamonaka.",faya	sina	hisi	ne	sina	hisi	na	-himata	-mona	-ka,so	snuff(F)	sniff	AUX.M	snuff(F)	sniff	AUX	-FP.N.M	-REP.M	-DECL.M,So he took snuff.,,WORD_ALIGNED
a76,"Sina hisi ne kame, fa fawematamonaka.",sina	hisi	ne	ka	-me	faha	fawa	-himata	-mona	-ka,snuff(F)	sniff	AUX.M	come	-back.M	water(F)	drink	-FP.N.M	-REP.M	-DECL.M,He took snuff. He came back and drank water.,,WORD_ALIGNED
a77,Fa fawematamonaka.,faha	fawa	-himata	-mona	-ka,water(F)	drink	-FP.N.M	-REP.M	-DECL.M,He drank water.,,WORD_ALIGNED
a78,"Fa fawe, fa fawematamonaka yawa amo kanebana.",faha	fawe	faha	fawa	-himata	-mona	-ka	yawa	amo	ka-	na	-hibana,water(F)	drink.M	water(F)	drink	-FP.N.M	-REP.M	-DECL.M	anger(F)	sleep	COMIT-	AUX	-FUT.M,"He drank water. He drank water so he could go to sleep, upset.",,WORD_ALIGNED
a79,"Tefebona fati ha kanakabote hikana, ati re yawahi, hinaka aba mebone me me hikanawinemetemone.",tefe	-bona	fati	haa	ka-	na	-kabote	hi-	ka	-na	ati	re	yawahi	hinaka	aba	me	-bone	me	me	hi-	ka-	na-	wina	-hemete	-mone,food.M	-INT.M	3SG.POSS.wife(F)	call	COMIT-	AUX	-quickly	OC-	DECL.M	-IRR.M	say	NEG.M	be_upset.M	3SG.POSS	fish(M)	3PL	-INT.F	3PL.O	3PL.S	OC-	COMIT-	CAUS-	hang	-FP.N.F	-REP.F,"His wife called him many times to eat, but it had no effect. He was upset, and they hung up some fish for him.",,WORD_ALIGNED
